"partida_id","data","mandante","visitante","tecnico_mandante","tecnico_visitante","vencedor","arena","mandante_placar","visitante_placar","mandante_estado","visitante_estado","Ano","Ano do Campeonato","Jogo","Equipe","Mando","GP","GS","P","J","V","E","D","SG"
"4987","42133","Chapecoense","Coritiba","V. Eutrópio","M. dos Santos Gonçalves","Chapecoense","Arena Condá","2","1","SC","PR","2015","2015","Chapecoense x Coritiba","Chapecoense","casa","2","1","3","1","1","0","0","1"
"4987","42133","Chapecoense","Coritiba","V. Eutrópio","M. dos Santos Gonçalves","Chapecoense","Arena Condá","2","1","SC","PR","2015","2015","Chapecoense x Coritiba","Coritiba","fora","1","2","0","1","0","0","1","-1"
"4988","42133","Palmeiras","Atletico-MG","O. de Oliveira Filho","L. Culpi","-","Allianz Parque","2","2","SP","MG","2015","2015","Palmeiras x Atletico-MG","Palmeiras","casa","2","2","1","1","0","1","0","0"
"4988","42133","Palmeiras","Atletico-MG","O. de Oliveira Filho","L. Culpi","-","Allianz Parque","2","2","SP","MG","2015","2015","Palmeiras x Atletico-MG","Atletico-MG","fora","2","2","1","1","0","1","0","0"
"4989","42133","Fluminense","Joinville","S. Drubscky de Campos","H. Maria","Fluminense"," Maracanã","1","0","RJ","SC","2015","2015","Fluminense x Joinville","Fluminense","casa","1","0","3","1","1","0","0","1"
"4989","42133","Fluminense","Joinville","S. Drubscky de Campos","H. Maria","Fluminense"," Maracanã","1","0","RJ","SC","2015","2015","Fluminense x Joinville","Joinville","fora","0","1","0","1","0","0","1","-1"
"4990","42134","Gremio","Ponte Preta","L. Scolari","A. Ferreira","-","Arena do Grêmio","3","3","RS","SP","2015","2015","Gremio x Ponte Preta","Gremio","casa","3","3","1","1","0","1","0","0"
"4990","42134","Gremio","Ponte Preta","L. Scolari","A. Ferreira","-","Arena do Grêmio","3","3","RS","SP","2015","2015","Gremio x Ponte Preta","Ponte Preta","fora","3","3","1","1","0","1","0","0"
"4993","42134","Cruzeiro","Corinthians","M. de Oliveira Santos","A. Bacchi","Corinthians","Arena Pantanal","0","1","MG","SP","2015","2015","Cruzeiro x Corinthians","Cruzeiro","casa","0","1","0","1","0","0","1","-1"
"4993","42134","Cruzeiro","Corinthians","M. de Oliveira Santos","A. Bacchi","Corinthians","Arena Pantanal","0","1","MG","SP","2015","2015","Cruzeiro x Corinthians","Corinthians","fora","1","0","3","1","1","0","0","1"
"4994","42134","Sport","Figueirense","E. Baptista","A. Fucks","Sport","Adelmar da Costa Carvalho","4","1","PE","SC","2015","2015","Sport x Figueirense","Sport","casa","4","1","3","1","1","0","0","3"
"4994","42134","Sport","Figueirense","E. Baptista","A. Fucks","Sport","Adelmar da Costa Carvalho","4","1","PE","SC","2015","2015","Sport x Figueirense","Figueirense","fora","1","4","0","1","0","0","1","-3"
"4991","42134","Athletico-PR","Internacional","M. Mendes","D. Aguirre Camblor","Athletico-PR","Estádio Joaquim Américo Guimarães","3","0","PR","RS","2015","2015","Athletico-PR x Internacional","Athletico-PR","casa","3","0","3","1","1","0","0","3"
"4991","42134","Athletico-PR","Internacional","M. Mendes","D. Aguirre Camblor","Athletico-PR","Estádio Joaquim Américo Guimarães","3","0","PR","RS","2015","2015","Athletico-PR x Internacional","Internacional","fora","0","3","0","1","0","0","1","-3"
"4992","42134","Sao Paulo","Flamengo","M. Cruz","V. Luxemburgo da Silva","Sao Paulo"," Morumbi","2","1","SP","RJ","2015","2015","Sao Paulo x Flamengo","Sao Paulo","casa","2","1","3","1","1","0","0","1"
"4992","42134","Sao Paulo","Flamengo","M. Cruz","V. Luxemburgo da Silva","Sao Paulo"," Morumbi","2","1","SP","RJ","2015","2015","Sao Paulo x Flamengo","Flamengo","fora","1","2","0","1","0","0","1","-1"
"4996","42134","Vasco","Goias","D. Ghidoni Junior","H. Pinto dos Anjos","-","Estádio Vasco da Gama","0","0","RJ","GO","2015","2015","Vasco x Goias","Vasco","casa","0","0","1","1","0","1","0","0"
"4996","42134","Vasco","Goias","D. Ghidoni Junior","H. Pinto dos Anjos","-","Estádio Vasco da Gama","0","0","RJ","GO","2015","2015","Vasco x Goias","Goias","fora","0","0","1","1","0","1","0","0"
"4995","42134","Avai","Santos","G. Kleina","M. Fernandes","-","  Ressacada","1","1","SC","SP","2015","2015","Avai x Santos","Avai","casa","1","1","1","1","0","1","0","0"
"4995","42134","Avai","Santos","G. Kleina","M. Fernandes","-","  Ressacada","1","1","SC","SP","2015","2015","Avai x Santos","Santos","fora","1","1","1","1","0","1","0","0"
"4997","42140","Goias","Athletico-PR","H. Pinto dos Anjos","M. Mendes","Goias","Estádio do Governo do Estado de Goiás (Serra Dourada)","2","0","GO","PR","2015","2015","Goias x Athletico-PR","Goias","casa","2","0","3","1","1","0","0","2"
"4997","42140","Goias","Athletico-PR","H. Pinto dos Anjos","M. Mendes","Goias","Estádio do Governo do Estado de Goiás (Serra Dourada)","2","0","GO","PR","2015","2015","Goias x Athletico-PR","Athletico-PR","fora","0","2","0","1","0","0","1","-2"
"4998","42140","Coritiba","Gremio","M. dos Santos Gonçalves","L. Scolari","Coritiba"," Couto Pereira","2","0","PR","RS","2015","2015","Coritiba x Gremio","Coritiba","casa","2","0","3","1","1","0","0","2"
"4998","42140","Coritiba","Gremio","M. dos Santos Gonçalves","L. Scolari","Coritiba"," Couto Pereira","2","0","PR","RS","2015","2015","Coritiba x Gremio","Gremio","fora","0","2","0","1","0","0","1","-2"
"4999","42140","Corinthians","Chapecoense","A. Bacchi","V. Eutrópio","Corinthians","Estádio Doutor Adhemar de Barros","1","0","SP","SC","2015","2015","Corinthians x Chapecoense","Corinthians","casa","1","0","3","1","1","0","0","1"
"4999","42140","Corinthians","Chapecoense","A. Bacchi","V. Eutrópio","Corinthians","Estádio Doutor Adhemar de Barros","1","0","SP","SC","2015","2015","Corinthians x Chapecoense","Chapecoense","fora","0","1","0","1","0","0","1","-1"
"5000","42141","Figueirense","Vasco","A. Fucks","D. Ghidoni Junior","-"," Orlando Scarpelli","0","0","SC","RJ","2015","2015","Figueirense x Vasco","Figueirense","casa","0","0","1","1","0","1","0","0"
"5000","42141","Figueirense","Vasco","A. Fucks","D. Ghidoni Junior","-"," Orlando Scarpelli","0","0","SC","RJ","2015","2015","Figueirense x Vasco","Vasco","fora","0","0","1","1","0","1","0","0"
"5001","42141","Atletico-MG","Fluminense","L. Culpi","S. Drubscky de Campos","Atletico-MG","Estádio Nacional de Brasília","4","1","MG","RJ","2015","2015","Atletico-MG x Fluminense","Atletico-MG","casa","4","1","3","1","1","0","0","3"
"5001","42141","Atletico-MG","Fluminense","L. Culpi","S. Drubscky de Campos","Atletico-MG","Estádio Nacional de Brasília","4","1","MG","RJ","2015","2015","Atletico-MG x Fluminense","Fluminense","fora","1","4","0","1","0","0","1","-3"
"5002","42141","Flamengo","Sport","V. Luxemburgo da Silva","E. Baptista","-"," Maracanã","2","2","RJ","PE","2015","2015","Flamengo x Sport","Flamengo","casa","2","2","1","1","0","1","0","0"
"5002","42141","Flamengo","Sport","V. Luxemburgo da Silva","E. Baptista","-"," Maracanã","2","2","RJ","PE","2015","2015","Flamengo x Sport","Sport","fora","2","2","1","1","0","1","0","0"
"5003","42141","Santos","Cruzeiro","M. Fernandes","M. de Oliveira Santos","Santos","Estádio Urbano Caldeira","1","0","SP","MG","2015","2015","Santos x Cruzeiro","Santos","casa","1","0","3","1","1","0","0","1"
"5003","42141","Santos","Cruzeiro","M. Fernandes","M. de Oliveira Santos","Santos","Estádio Urbano Caldeira","1","0","SP","MG","2015","2015","Santos x Cruzeiro","Cruzeiro","fora","0","1","0","1","0","0","1","-1"
"5006","42141","Internacional","Avai","D. Aguirre Camblor","G. Kleina","Internacional","Estádio José Pinheiro Borda","1","0","RS","SC","2015","2015","Internacional x Avai","Internacional","casa","1","0","3","1","1","0","0","1"
"5006","42141","Internacional","Avai","D. Aguirre Camblor","G. Kleina","Internacional","Estádio José Pinheiro Borda","1","0","RS","SC","2015","2015","Internacional x Avai","Avai","fora","0","1","0","1","0","0","1","-1"
"5004","42141","Joinville","Palmeiras","H. Maria","O. de Oliveira Filho","-","Arena Joinville","0","0","SC","SP","2015","2015","Joinville x Palmeiras","Joinville","casa","0","0","1","1","0","1","0","0"
"5004","42141","Joinville","Palmeiras","H. Maria","O. de Oliveira Filho","-","Arena Joinville","0","0","SC","SP","2015","2015","Joinville x Palmeiras","Palmeiras","fora","0","0","1","1","0","1","0","0"
"5005","42141","Ponte Preta","Sao Paulo","A. Ferreira","M. Cruz","Ponte Preta"," Moisés Lucarelli","1","0","SP","SP","2015","2015","Ponte Preta x Sao Paulo","Ponte Preta","casa","1","0","3","1","1","0","0","1"
"5005","42141","Ponte Preta","Sao Paulo","A. Ferreira","M. Cruz","Ponte Preta"," Moisés Lucarelli","1","0","SP","SP","2015","2015","Ponte Preta x Sao Paulo","Sao Paulo","fora","0","1","0","1","0","0","1","-1"
"5008","42147","Vasco","Internacional","D. Ghidoni Junior","D. Aguirre Camblor","-","Estádio Vasco da Gama","1","1","RJ","RS","2015","2015","Vasco x Internacional","Vasco","casa","1","1","1","1","0","1","0","0"
"5008","42147","Vasco","Internacional","D. Ghidoni Junior","D. Aguirre Camblor","-","Estádio Vasco da Gama","1","1","RJ","RS","2015","2015","Vasco x Internacional","Internacional","fora","1","1","1","1","0","1","0","0"
"5007","42147","Sao Paulo","Joinville","M. Cruz","H. Maria","Sao Paulo"," Morumbi","3","0","SP","SC","2015","2015","Sao Paulo x Joinville","Sao Paulo","casa","3","0","3","1","1","0","0","3"
"5007","42147","Sao Paulo","Joinville","M. Cruz","H. Maria","Sao Paulo"," Morumbi","3","0","SP","SC","2015","2015","Sao Paulo x Joinville","Joinville","fora","0","3","0","1","0","0","1","-3"
"5009","42147","Gremio","Figueirense","J. Freitas","A. Fucks","Gremio","Arena do Grêmio","1","0","RS","SC","2015","2015","Gremio x Figueirense","Gremio","casa","1","0","3","1","1","0","0","1"
"5009","42147","Gremio","Figueirense","J. Freitas","A. Fucks","Gremio","Arena do Grêmio","1","0","RS","SC","2015","2015","Gremio x Figueirense","Figueirense","fora","0","1","0","1","0","0","1","-1"
"5010","42148","Palmeiras","Goias","O. de Oliveira Filho","H. Pinto dos Anjos","Goias","Allianz Parque","0","1","SP","GO","2015","2015","Palmeiras x Goias","Palmeiras","casa","0","1","0","1","0","0","1","-1"
"5010","42148","Palmeiras","Goias","O. de Oliveira Filho","H. Pinto dos Anjos","Goias","Allianz Parque","0","1","SP","GO","2015","2015","Palmeiras x Goias","Goias","fora","1","0","3","1","1","0","0","1"
"5011","42148","Chapecoense","Santos","V. Eutrópio","M. Fernandes","Chapecoense","Arena Condá","1","0","SC","SP","2015","2015","Chapecoense x Santos","Chapecoense","casa","1","0","3","1","1","0","0","1"
"5011","42148","Chapecoense","Santos","V. Eutrópio","M. Fernandes","Chapecoense","Arena Condá","1","0","SC","SP","2015","2015","Chapecoense x Santos","Santos","fora","0","1","0","1","0","0","1","-1"
"5012","42148","Athletico-PR","Atletico-MG","M. Mendes","L. Culpi","Athletico-PR","Estádio Joaquim Américo Guimarães","1","0","PR","MG","2015","2015","Athletico-PR x Atletico-MG","Athletico-PR","casa","1","0","3","1","1","0","0","1"
"5012","42148","Athletico-PR","Atletico-MG","M. Mendes","L. Culpi","Athletico-PR","Estádio Joaquim Américo Guimarães","1","0","PR","MG","2015","2015","Athletico-PR x Atletico-MG","Atletico-MG","fora","0","1","0","1","0","0","1","-1"
"5013","42148","Fluminense","Corinthians","E. Alves Moreira","A. Bacchi","-"," Maracanã","0","0","RJ","SP","2015","2015","Fluminense x Corinthians","Fluminense","casa","0","0","1","1","0","1","0","0"
"5013","42148","Fluminense","Corinthians","E. Alves Moreira","A. Bacchi","-"," Maracanã","0","0","RJ","SP","2015","2015","Fluminense x Corinthians","Corinthians","fora","0","0","1","1","0","1","0","0"
"5014","42148","Avai","Flamengo","G. Kleina","V. Luxemburgo da Silva","Avai","  Ressacada","2","1","SC","RJ","2015","2015","Avai x Flamengo","Avai","casa","2","1","3","1","1","0","0","1"
"5014","42148","Avai","Flamengo","G. Kleina","V. Luxemburgo da Silva","Avai","  Ressacada","2","1","SC","RJ","2015","2015","Avai x Flamengo","Flamengo","fora","1","2","0","1","0","0","1","-1"
"5015","42148","Cruzeiro","Ponte Preta","M. de Oliveira Santos","A. Ferreira","-"," Mineirão","1","1","MG","SP","2015","2015","Cruzeiro x Ponte Preta","Cruzeiro","casa","1","1","1","1","0","1","0","0"
"5015","42148","Cruzeiro","Ponte Preta","M. de Oliveira Santos","A. Ferreira","-"," Mineirão","1","1","MG","SP","2015","2015","Cruzeiro x Ponte Preta","Ponte Preta","fora","1","1","1","1","0","1","0","0"
"5016","42148","Sport","Coritiba","E. Baptista","M. dos Santos Gonçalves","Sport","Adelmar da Costa Carvalho","1","0","PE","PR","2015","2015","Sport x Coritiba","Sport","casa","1","0","3","1","1","0","0","1"
"5016","42148","Sport","Coritiba","E. Baptista","M. dos Santos Gonçalves","Sport","Adelmar da Costa Carvalho","1","0","PE","PR","2015","2015","Sport x Coritiba","Coritiba","fora","0","1","0","1","0","0","1","-1"
"5017","42154","Ponte Preta","Chapecoense","A. Ferreira","V. Eutrópio","Ponte Preta"," Moisés Lucarelli","3","1","SP","SC","2015","2015","Ponte Preta x Chapecoense","Ponte Preta","casa","3","1","3","1","1","0","0","2"
"5017","42154","Ponte Preta","Chapecoense","A. Ferreira","V. Eutrópio","Ponte Preta"," Moisés Lucarelli","3","1","SP","SC","2015","2015","Ponte Preta x Chapecoense","Chapecoense","fora","1","3","0","1","0","0","1","-2"
"5018","42154","Coritiba","Avai","M. dos Santos Gonçalves","G. Kleina","Avai"," Couto Pereira","1","2","PR","SC","2015","2015","Coritiba x Avai","Coritiba","casa","1","2","0","1","0","0","1","-1"
"5018","42154","Coritiba","Avai","M. dos Santos Gonçalves","G. Kleina","Avai"," Couto Pereira","1","2","PR","SC","2015","2015","Coritiba x Avai","Avai","fora","2","1","3","1","1","0","0","1"
"5019","42154","Joinville","Athletico-PR","H. Maria","M. Mendes","Athletico-PR","Arena Joinville","1","2","SC","PR","2015","2015","Joinville x Athletico-PR","Joinville","casa","1","2","0","1","0","0","1","-1"
"5019","42154","Joinville","Athletico-PR","H. Maria","M. Mendes","Athletico-PR","Arena Joinville","1","2","SC","PR","2015","2015","Joinville x Athletico-PR","Athletico-PR","fora","2","1","3","1","1","0","0","1"
"5020","42155","Santos","Sport","M. Fernandes","E. Baptista","-","Estádio Urbano Caldeira","2","2","SP","PE","2015","2015","Santos x Sport","Santos","casa","2","2","1","1","0","1","0","0"
"5020","42155","Santos","Sport","M. Fernandes","E. Baptista","-","Estádio Urbano Caldeira","2","2","SP","PE","2015","2015","Santos x Sport","Sport","fora","2","2","1","1","0","1","0","0"
"5022","42155","Atletico-MG","Vasco","L. Culpi","D. Ghidoni Junior","Atletico-MG","Estádio Raimundo Sampaio","3","0","MG","RJ","2015","2015","Atletico-MG x Vasco","Atletico-MG","casa","3","0","3","1","1","0","0","3"
"5022","42155","Atletico-MG","Vasco","L. Culpi","D. Ghidoni Junior","Atletico-MG","Estádio Raimundo Sampaio","3","0","MG","RJ","2015","2015","Atletico-MG x Vasco","Vasco","fora","0","3","0","1","0","0","1","-3"
"5021","42155","Goias","Gremio","H. Pinto dos Anjos","R. Machado Marques","-","Estádio do Governo do Estado de Goiás (Serra Dourada)","1","1","GO","RS","2015","2015","Goias x Gremio","Goias","casa","1","1","1","1","0","1","0","0"
"5021","42155","Goias","Gremio","H. Pinto dos Anjos","R. Machado Marques","-","Estádio do Governo do Estado de Goiás (Serra Dourada)","1","1","GO","RS","2015","2015","Goias x Gremio","Gremio","fora","1","1","1","1","0","1","0","0"
"5024","42155","Internacional","Sao Paulo","D. Aguirre Camblor","J. Osorio","-","Estádio José Pinheiro Borda","0","0","RS","SP","2015","2015","Internacional x Sao Paulo","Internacional","casa","0","0","1","1","0","1","0","0"
"5024","42155","Internacional","Sao Paulo","D. Aguirre Camblor","J. Osorio","-","Estádio José Pinheiro Borda","0","0","RS","SP","2015","2015","Internacional x Sao Paulo","Sao Paulo","fora","0","0","1","1","0","1","0","0"
"5023","42155","Corinthians","Palmeiras","A. Bacchi","O. de Oliveira Filho","Palmeiras","Neo Química Arena","0","2","SP","SP","2015","2015","Corinthians x Palmeiras","Corinthians","casa","0","2","0","1","0","0","1","-2"
"5023","42155","Corinthians","Palmeiras","A. Bacchi","O. de Oliveira Filho","Palmeiras","Neo Química Arena","0","2","SP","SP","2015","2015","Corinthians x Palmeiras","Palmeiras","fora","2","0","3","1","1","0","0","2"
"5025","42155","Flamengo","Fluminense","C. Borges dos Santos","E. Alves Moreira","Fluminense"," Maracanã","2","3","RJ","RJ","2015","2015","Flamengo x Fluminense","Flamengo","casa","2","3","0","1","0","0","1","-1"
"5025","42155","Flamengo","Fluminense","C. Borges dos Santos","E. Alves Moreira","Fluminense"," Maracanã","2","3","RJ","RJ","2015","2015","Flamengo x Fluminense","Fluminense","fora","3","2","3","1","1","0","0","1"
"5026","42155","Figueirense","Cruzeiro","A. Fucks","M. de Oliveira Santos","Figueirense"," Orlando Scarpelli","2","1","SC","MG","2015","2015","Figueirense x Cruzeiro","Figueirense","casa","2","1","3","1","1","0","0","1"
"5026","42155","Figueirense","Cruzeiro","A. Fucks","M. de Oliveira Santos","Figueirense"," Orlando Scarpelli","2","1","SC","MG","2015","2015","Figueirense x Cruzeiro","Cruzeiro","fora","1","2","0","1","0","0","1","-1"
"5027","42158","Athletico-PR","Figueirense","M. Mendes","A. Fucks","Athletico-PR","Estádio Joaquim Américo Guimarães","1","0","PR","SC","2015","2015","Athletico-PR x Figueirense","Athletico-PR","casa","1","0","3","1","1","0","0","1"
"5027","42158","Athletico-PR","Figueirense","M. Mendes","A. Fucks","Athletico-PR","Estádio Joaquim Américo Guimarães","1","0","PR","SC","2015","2015","Athletico-PR x Figueirense","Figueirense","fora","0","1","0","1","0","0","1","-1"
"5028","42158","Vasco","Ponte Preta","D. Ghidoni Junior","A. Ferreira","Ponte Preta","Estádio Vasco da Gama","0","3","RJ","SP","2015","2015","Vasco x Ponte Preta","Vasco","casa","0","3","0","1","0","0","1","-3"
"5028","42158","Vasco","Ponte Preta","D. Ghidoni Junior","A. Ferreira","Ponte Preta","Estádio Vasco da Gama","0","3","RJ","SP","2015","2015","Vasco x Ponte Preta","Ponte Preta","fora","3","0","3","1","1","0","0","3"
"5029","42158","Chapecoense","Joinville","V. Eutrópio","H. Maria","Chapecoense","Arena Condá","2","0","SC","SC","2015","2015","Chapecoense x Joinville","Chapecoense","casa","2","0","3","1","1","0","0","2"
"5029","42158","Chapecoense","Joinville","V. Eutrópio","H. Maria","Chapecoense","Arena Condá","2","0","SC","SC","2015","2015","Chapecoense x Joinville","Joinville","fora","0","2","0","1","0","0","1","-2"
"5030","42158","Sao Paulo","Santos","J. Osorio","M. Fernandes","Sao Paulo"," Morumbi","3","2","SP","SP","2015","2015","Sao Paulo x Santos","Sao Paulo","casa","3","2","3","1","1","0","0","1"
"5030","42158","Sao Paulo","Santos","J. Osorio","M. Fernandes","Sao Paulo"," Morumbi","3","2","SP","SP","2015","2015","Sao Paulo x Santos","Santos","fora","2","3","0","1","0","0","1","-1"
"5033","42158","Gremio","Corinthians","R. Machado Marques","A. Bacchi","Gremio","Arena do Grêmio","3","1","RS","SP","2015","2015","Gremio x Corinthians","Gremio","casa","3","1","3","1","1","0","0","2"
"5033","42158","Gremio","Corinthians","R. Machado Marques","A. Bacchi","Gremio","Arena do Grêmio","3","1","RS","SP","2015","2015","Gremio x Corinthians","Corinthians","fora","1","3","0","1","0","0","1","-2"
"5032","42158","Avai","Atletico-MG","G. Kleina","L. Culpi","Atletico-MG","  Ressacada","1","4","SC","MG","2015","2015","Avai x Atletico-MG","Avai","casa","1","4","0","1","0","0","1","-3"
"5032","42158","Avai","Atletico-MG","G. Kleina","L. Culpi","Atletico-MG","  Ressacada","1","4","SC","MG","2015","2015","Avai x Atletico-MG","Atletico-MG","fora","4","1","3","1","1","0","0","3"
"5031","42158","Cruzeiro","Flamengo","V. Luxemburgo da Silva","C. Borges dos Santos","Cruzeiro"," Mineirão","1","0","MG","RJ","2015","2015","Cruzeiro x Flamengo","Cruzeiro","casa","1","0","3","1","1","0","0","1"
"5031","42158","Cruzeiro","Flamengo","V. Luxemburgo da Silva","C. Borges dos Santos","Cruzeiro"," Mineirão","1","0","MG","RJ","2015","2015","Cruzeiro x Flamengo","Flamengo","fora","0","1","0","1","0","0","1","-1"
"5034","42159","Fluminense","Coritiba","E. Alves Moreira","M. dos Santos Gonçalves","Fluminense"," Maracanã","2","0","RJ","PR","2015","2015","Fluminense x Coritiba","Fluminense","casa","2","0","3","1","1","0","0","2"
"5034","42159","Fluminense","Coritiba","E. Alves Moreira","M. dos Santos Gonçalves","Fluminense"," Maracanã","2","0","RJ","PR","2015","2015","Fluminense x Coritiba","Coritiba","fora","0","2","0","1","0","0","1","-2"
"5035","42159","Sport","Goias","E. Baptista","H. Pinto dos Anjos","Sport","Adelmar da Costa Carvalho","1","0","PE","GO","2015","2015","Sport x Goias","Sport","casa","1","0","3","1","1","0","0","1"
"5035","42159","Sport","Goias","E. Baptista","H. Pinto dos Anjos","Sport","Adelmar da Costa Carvalho","1","0","PE","GO","2015","2015","Sport x Goias","Goias","fora","0","1","0","1","0","0","1","-1"
"5036","42159","Palmeiras","Internacional","O. de Oliveira Filho","D. Aguirre Camblor","-","Allianz Parque","1","1","SP","RS","2015","2015","Palmeiras x Internacional","Palmeiras","casa","1","1","1","1","0","1","0","0"
"5036","42159","Palmeiras","Internacional","O. de Oliveira Filho","D. Aguirre Camblor","-","Allianz Parque","1","1","SP","RS","2015","2015","Palmeiras x Internacional","Internacional","fora","1","1","1","1","0","1","0","0"
"5038","42161","Flamengo","Chapecoense","C. Borges dos Santos","V. Eutrópio","Flamengo"," Maracanã","1","0","RJ","SC","2015","2015","Flamengo x Chapecoense","Flamengo","casa","1","0","3","1","1","0","0","1"
"5038","42161","Flamengo","Chapecoense","C. Borges dos Santos","V. Eutrópio","Flamengo"," Maracanã","1","0","RJ","SC","2015","2015","Flamengo x Chapecoense","Chapecoense","fora","0","1","0","1","0","0","1","-1"
"5037","42161","Atletico-MG","Cruzeiro","L. Culpi","V. Luxemburgo da Silva","Cruzeiro","Estádio Raimundo Sampaio","1","3","MG","MG","2015","2015","Atletico-MG x Cruzeiro","Atletico-MG","casa","1","3","0","1","0","0","1","-2"
"5037","42161","Atletico-MG","Cruzeiro","L. Culpi","V. Luxemburgo da Silva","Cruzeiro","Estádio Raimundo Sampaio","1","3","MG","MG","2015","2015","Atletico-MG x Cruzeiro","Cruzeiro","fora","3","1","3","1","1","0","0","2"
"5039","42161","Santos","Ponte Preta","M. Fernandes","A. Ferreira","-","Estádio Urbano Caldeira","2","2","SP","SP","2015","2015","Santos x Ponte Preta","Santos","casa","2","2","1","1","0","1","0","0"
"5039","42161","Santos","Ponte Preta","M. Fernandes","A. Ferreira","-","Estádio Urbano Caldeira","2","2","SP","SP","2015","2015","Santos x Ponte Preta","Ponte Preta","fora","2","2","1","1","0","1","0","0"
"5041","42161","Joinville","Corinthians","A. Batista","A. Bacchi","Corinthians","Arena Joinville","0","1","SC","SP","2015","2015","Joinville x Corinthians","Joinville","casa","0","1","0","1","0","0","1","-1"
"5041","42161","Joinville","Corinthians","A. Batista","A. Bacchi","Corinthians","Arena Joinville","0","1","SC","SP","2015","2015","Joinville x Corinthians","Corinthians","fora","1","0","3","1","1","0","0","1"
"5040","42161","Athletico-PR","Vasco","M. Mendes","D. Ghidoni Junior","Athletico-PR","Estádio Joaquim Américo Guimarães","2","0","PR","RJ","2015","2015","Athletico-PR x Vasco","Athletico-PR","casa","2","0","3","1","1","0","0","2"
"5040","42161","Athletico-PR","Vasco","M. Mendes","D. Ghidoni Junior","Athletico-PR","Estádio Joaquim Américo Guimarães","2","0","PR","RJ","2015","2015","Athletico-PR x Vasco","Vasco","fora","0","2","0","1","0","0","1","-2"
"5042","42161","Sao Paulo","Gremio","J. Osorio","R. Machado Marques","Sao Paulo"," Morumbi","2","0","SP","RS","2015","2015","Sao Paulo x Gremio","Sao Paulo","casa","2","0","3","1","1","0","0","2"
"5042","42161","Sao Paulo","Gremio","J. Osorio","R. Machado Marques","Sao Paulo"," Morumbi","2","0","SP","RS","2015","2015","Sao Paulo x Gremio","Gremio","fora","0","2","0","1","0","0","1","-2"
"5043","42162","Internacional","Coritiba","D. Aguirre Camblor","M. dos Santos Gonçalves","Internacional","Estádio José Pinheiro Borda","2","0","RS","PR","2015","2015","Internacional x Coritiba","Internacional","casa","2","0","3","1","1","0","0","2"
"5043","42162","Internacional","Coritiba","D. Aguirre Camblor","M. dos Santos Gonçalves","Internacional","Estádio José Pinheiro Borda","2","0","RS","PR","2015","2015","Internacional x Coritiba","Coritiba","fora","0","2","0","1","0","0","1","-2"
"5045","42162","Goias","Avai","H. Pinto dos Anjos","G. Kleina","Avai","Estádio do Governo do Estado de Goiás (Serra Dourada)","0","1","GO","SC","2015","2015","Goias x Avai","Goias","casa","0","1","0","1","0","0","1","-1"
"5045","42162","Goias","Avai","H. Pinto dos Anjos","G. Kleina","Avai","Estádio do Governo do Estado de Goiás (Serra Dourada)","0","1","GO","SC","2015","2015","Goias x Avai","Avai","fora","1","0","3","1","1","0","0","1"
"5046","42162","Fluminense","Sport","E. Alves Moreira","E. Baptista","-"," Maracanã","0","0","RJ","PE","2015","2015","Fluminense x Sport","Fluminense","casa","0","0","1","1","0","1","0","0"
"5046","42162","Fluminense","Sport","E. Alves Moreira","E. Baptista","-"," Maracanã","0","0","RJ","PE","2015","2015","Fluminense x Sport","Sport","fora","0","0","1","1","0","1","0","0"
"5044","42162","Figueirense","Palmeiras","A. Fucks","O. de Oliveira Filho","Figueirense"," Orlando Scarpelli","2","1","SC","SP","2015","2015","Figueirense x Palmeiras","Figueirense","casa","2","1","3","1","1","0","0","1"
"5044","42162","Figueirense","Palmeiras","A. Fucks","O. de Oliveira Filho","Figueirense"," Orlando Scarpelli","2","1","SC","SP","2015","2015","Figueirense x Palmeiras","Palmeiras","fora","1","2","0","1","0","0","1","-1"
"5047","42165","Atletico-MG","Santos","L. Culpi","M. Fernandes","-","Estádio Raimundo Sampaio","2","2","MG","SP","2015","2015","Atletico-MG x Santos","Atletico-MG","casa","2","2","1","1","0","1","0","0"
"5047","42165","Atletico-MG","Santos","L. Culpi","M. Fernandes","-","Estádio Raimundo Sampaio","2","2","MG","SP","2015","2015","Atletico-MG x Santos","Santos","fora","2","2","1","1","0","1","0","0"
"5050","42168","Corinthians","Internacional","A. Bacchi","D. Aguirre Camblor","Corinthians","Neo Química Arena","2","1","SP","RS","2015","2015","Corinthians x Internacional","Corinthians","casa","2","1","3","1","1","0","0","1"
"5050","42168","Corinthians","Internacional","A. Bacchi","D. Aguirre Camblor","Corinthians","Neo Química Arena","2","1","SP","RS","2015","2015","Corinthians x Internacional","Internacional","fora","1","2","0","1","0","0","1","-1"
"5049","42168","Chapecoense","Sao Paulo","V. Eutrópio","J. Osorio","Sao Paulo","Arena Condá","0","1","SC","SP","2015","2015","Chapecoense x Sao Paulo","Chapecoense","casa","0","1","0","1","0","0","1","-1"
"5049","42168","Chapecoense","Sao Paulo","V. Eutrópio","J. Osorio","Sao Paulo","Arena Condá","0","1","SC","SP","2015","2015","Chapecoense x Sao Paulo","Sao Paulo","fora","1","0","3","1","1","0","0","1"
"5048","42168","Coritiba","Flamengo","N. da Silveira Júnior","C. Borges dos Santos","Flamengo"," Couto Pereira","0","1","PR","RJ","2015","2015","Coritiba x Flamengo","Coritiba","casa","0","1","0","1","0","0","1","-1"
