partida_id,clube,posse_de_bola,passes,precisao_passes,faltas,impedimentos,escanteios
5891,Sao Paulo,0.44,329,,26,1,1
5892,Palmeiras,0.38,286,,23,0,2
5892,Flamengo,0.62,451,,16,4,10
5893,Cruzeiro,0.52,438,,18,3,4
5893,Fluminense,0.48,409,,21,0,8
5894,Atletico-GO,0.49,295,,34,2,9
5894,Sport,0.51,317,,22,4,4
5895,Athletico-PR,0.6,531,,16,4,3
5895,Botafogo-RJ,0.4,353,,21,1,4
5896,Chapecoense,0.32,239,,19,1,4
5896,Vitoria,0.68,493,,13,6,6
5897,Flamengo,0.51,418,,20,1,6
5897,Coritiba,0.49,423,,24,1,1
5898,Santos,0.51,460,,10,1,4
5898,Bahia,0.49,440,,19,2,7
5899,Cruzeiro,0.72,638,,10,2,8
5899,Avai,0.28,246,,20,2,4
5901,Fluminense,0.55,510,,15,4,6
5901,Corinthians,0.45,412,,13,3,6
5900,Sport,0.63,464,,21,2,6
5900,Palmeiras,0.37,290,,31,1,3
5903,Botafogo-RJ,0.48,407,,20,0,4
5903,Atletico-GO,0.52,411,,12,1,4
5902,Ponte Preta,0.29,265,,19,1,0
5902,Athletico-PR,0.71,614,,25,2,12
5904,Vasco,0.42,341,,16,1,5
5904,Atletico-MG,0.58,461,,24,1,7
5905,Gremio,0.45,408,,14,1,8
5905,Sao Paulo,0.55,507,,17,0,5
5906,Sao Paulo,0.65,578,,11,0,6
5906,Botafogo-RJ,0.35,314,,9,1,1
5907,Palmeiras,0.71,661,,19,1,8
5907,Avai,0.29,262,,18,1,5
5908,Chapecoense,0.49,366,,21,0,5
5908,Atletico-GO,0.51,367,,19,3,6
5909,Atletico-MG,0.48,327,,25,2,5
5909,Coritiba,0.52,336,,18,3,2
5910,Bahia,0.57,492,,18,1,2
5910,Sport,0.43,383,,24,1,3
5911,Corinthians,0.4,388,,9,1,2
5911,Flamengo,0.6,549,,16,1,11
5912,Gremio,0.59,601,,14,3,3
5912,Santos,0.41,434,,17,0,4
5913,Vitoria,0.37,306,,23,1,2
5913,Cruzeiro,0.63,514,,15,2,3
5914,Vasco,0.57,450,,13,1,6
5914,Athletico-PR,0.43,365,,20,1,3
5917,Bahia,0.52,344,,17,4,5
5917,Chapecoense,0.48,328,,26,0,3
5916,Fluminense,0.3,232,,18,2,3
5916,Sport,0.7,503,,14,0,15
5918,Corinthians,0.42,415,,12,6,4
5918,Atletico-MG,0.58,543,,19,6,10
5919,Ponte Preta,0.59,504,,7,2,4
5919,Vitoria,0.41,355,,20,0,7
5921,Atletico-GO,0.49,451,,20,0,3
5921,Gremio,0.51,472,,21,1,3
5922,Botafogo-RJ,0.55,407,,22,1,8
5922,Palmeiras,0.45,342,,14,0,6
5920,Santos,0.46,402,,18,1,10
5920,Flamengo,0.54,480,,15,1,8
5923,Avai,0.38,355,,18,1,6
5923,Athletico-PR,0.62,603,,9,1,3
5924,Sao Paulo,0.67,531,,18,2,10
5924,Coritiba,0.33,271,,15,1,2
5925,Cruzeiro,0.51,487,,18,4,4
5925,Vasco,0.49,460,,12,1,6
5926,Sport,0.56,569,,10,4,5
5926,Corinthians,0.44,454,,2,1,3
5927,Fluminense,0.52,453,,13,1,3
5927,Atletico-GO,0.48,419,,12,2,7
5928,Flamengo,0.65,497,,15,4,5
5928,Vitoria,0.35,286,,21,1,0
5929,Cruzeiro,0.62,521,,16,3,7
5929,Botafogo-RJ,0.38,335,,15,1,1
5930,Gremio,0.63,668,,18,2,0
5930,Atletico-MG,0.37,389,,13,1,8
5933,Sao Paulo,0.68,567,,12,0,8
5933,Bahia,0.32,271,,20,5,2
5932,Palmeiras,0.66,635,,10,1,7
5932,Athletico-PR,0.34,338,,22,4,3
5931,Chapecoense,0.51,419,,21,1,6
5931,Coritiba,0.49,408,,13,0,3
5934,Santos,0.62,544,,16,0,8
5934,Avai,0.38,324,,22,1,4
5935,Vasco,0.51,399,,16,0,2
5935,Ponte Preta,0.49,377,,17,2,7
5915,Ponte Preta,0.46,329,,14,2,12
5915,Fluminense,0.54,414,,12,4,5
5936,Atletico-GO,0.51,331,,27,1,6
5936,Coritiba,0.49,339,,20,0,5
5937,Vitoria,0.6,424,,14,0,7
5937,Avai,0.4,298,,11,2,4
5938,Cruzeiro,0.58,432,,18,0,7
5938,Sao Paulo,0.42,333,,19,0,4
5939,Ponte Preta,0.3,296,,10,1,1
5939,Sport,0.7,681,,14,2,8
5940,Atletico-MG,0.53,465,,22,1,7
5940,Flamengo,0.47,417,,17,1,5
5941,Vasco,0.41,354,,17,3,9
5941,Palmeiras,0.59,530,,13,4,5
5943,Botafogo-RJ,0.37,326,,18,0,4
5943,Gremio,0.63,541,,15,0,8
5942,Bahia,0.43,344,,15,0,5
5942,Athletico-PR,0.57,455,,13,4,8
5944,Santos,0.53,522,,7,2,5
5944,Fluminense,0.47,480,,10,2,4
5946,Corinthians,0.73,737,,9,5,9
5946,Vitoria,0.27,290,,21,2,1
5947,Atletico-GO,0.4,347,,13,1,3
5947,Flamengo,0.6,515,,12,7,6
5948,Gremio,0.53,507,,11,2,2
5948,Athletico-PR,0.47,458,,26,0,2
5951,Sport,0.56,526,,12,0,3
5951,Cruzeiro,0.44,432,,11,6,5
5952,Ponte Preta,0.51,393,,18,1,7
5952,Botafogo-RJ,0.49,397,,18,0,3
5949,Sao Paulo,0.63,522,,16,1,9
5949,Avai,0.37,309,,17,0,5
5950,Vasco,0.56,473,,18,0,6
5950,Bahia,0.44,402,,18,2,3
5954,Chapecoense,0.29,247,,24,0,3
5954,Palmeiras,0.71,572,,11,0,14
5953,Coritiba,0.44,325,,13,2,8
5953,Santos,0.56,428,,7,1,5
5955,Fluminense,,0,,0,0,0
5955,Atletico-MG,,0,,0,0,0
5945,Corinthians,0.66,567,,7,2,3
5945,Chapecoense,0.34,292,,13,0,1
5956,Fluminense,0.57,490,,14,1,2
5956,Vasco,0.43,386,,12,1,1
5957,Atletico-GO,0.32,290,,17,3,4
5957,Corinthians,0.68,591,,15,0,11
5959,Sao Paulo,0.42,364,,8,3,2
5959,Palmeiras,0.58,484,,12,2,8
5961,Flamengo,0.53,519,,6,2,6
5961,Athletico-PR,0.47,476,,11,1,1
5958,Ponte Preta,0.41,353,,20,1,3
5958,Atletico-MG,0.59,506,,19,2,4
5960,Bahia,0.38,316,,14,2,7
5960,Botafogo-RJ,0.62,520,,9,0,3
5962,Cruzeiro,0.55,466,,13,1,7
5962,Santos,0.45,402,,18,1,5
5963,Avai,0.41,322,,18,6,1
5963,Chapecoense,0.59,446,,22,0,7
5964,Coritiba,0.67,482,,18,2,7
5964,Vitoria,0.33,245,,22,5,3
5965,Sport,0.48,501,,21,2,2
5965,Gremio,0.52,541,,8,2,3
5966,Atletico-MG,0.62,455,,14,4,9
5966,Palmeiras,0.38,299,,18,3,4
5967,Gremio,0.64,628,,11,3,8
5967,Vasco,0.36,368,,18,0,0
5968,Sao Paulo,0.46,411,,12,1,3
5968,Ponte Preta,0.54,453,,9,1,7
5971,Avai,0.26,243,,17,3,3
5971,Sport,0.74,630,,13,2,9
5969,Athletico-PR,0.64,504,,16,1,6
5969,Coritiba,0.36,284,,15,2,2
5972,Fluminense,0.45,365,,11,2,3
5972,Vitoria,0.55,417,,9,2,6
5970,Corinthians,0.56,463,,17,3,5
5970,Santos,0.44,364,,9,3,5
5974,Botafogo-RJ,0.42,332,,10,1,5
5974,Flamengo,0.58,434,,16,2,15
5973,Chapecoense,0.56,421,,15,3,9
5973,Cruzeiro,0.44,363,,17,3,3
5975,Atletico-GO,0.43,355,,16,4,5
5975,Bahia,0.57,462,,11,3,8
5976,Santos,0.49,446,,12,1,10
5976,Botafogo-RJ,0.51,459,,14,0,4
5977,Ponte Preta,0.55,477,,22,1,6
5977,Atletico-GO,0.45,405,,20,2,3
5978,Avai,0.32,284,,17,1,4
5978,Atletico-MG,0.68,611,,16,0,5
5979,Gremio,0.77,686,,6,8,9
5979,Chapecoense,0.23,195,,19,0,6
5982,Vitoria,0.44,345,,21,3,3
5982,Sao Paulo,0.56,457,,16,1,8
5983,Sport,0.43,396,,18,2,5
5983,Flamengo,0.57,531,,13,2,2
5980,Corinthians,0.58,558,,15,3,7
5980,Vasco,0.42,425,,9,0,6
5981,Athletico-PR,0.54,475,,15,7,5
5981,Fluminense,0.46,423,,13,4,3
5984,Cruzeiro,0.51,376,,12,0,12
5984,Bahia,0.49,371,,19,0,10
5985,Coritiba,0.52,375,,17,3,6
5985,Palmeiras,0.48,350,,18,1,10
5986,Avai,0.31,232,,16,0,8
5986,Flamengo,0.69,515,,14,0,11
5987,Athletico-PR,0.56,595,,14,1,6
5987,Santos,0.44,484,,7,1,4
5988,Corinthians,0.52,511,,12,2,4
5988,Sao Paulo,0.48,474,,13,3,7
5991,Atletico-GO,0.55,455,,16,2,4
5991,Cruzeiro,0.45,392,,18,0,6
5990,Botafogo-RJ,0.52,360,,19,2,3
5990,Coritiba,0.48,328,,20,2,7
5992,Fluminense,0.51,409,,26,2,9
5992,Palmeiras,0.49,403,,9,1,5
5989,Chapecoense,0.42,340,,16,0,6
5989,Ponte Preta,0.58,459,,19,0,3
5993,Atletico-MG,0.67,575,,10,1,5
5993,Vitoria,0.33,296,,21,4,4
5994,Gremio,0.59,493,,17,1,4
5994,Bahia,0.41,349,,18,1,3
5995,Sport,0.49,378,,13,3,10
5995,Vasco,0.51,399,,16,1,3
5996,Chapecoense,0.35,300,,22,2,4
5996,Vasco,0.65,566,,15,1,3
5997,Coritiba,0.47,389,,18,3,3
5997,Bahia,0.53,438,,13,1,5
5998,Palmeiras,0.62,361,,18,2,10
5998,Santos,0.38,236,,22,3,1
5999,Cruzeiro,0.42,425,,15,2,5
5999,Corinthians,0.58,574,,14,3,5
6000,Vitoria,0.47,384,,21,1,4
6000,Botafogo-RJ,0.53,429,,11,3,1
6002,Fluminense,0.37,356,,18,1,2
6002,Gremio,0.63,588,,12,5,6
6001,Sao Paulo,0.46,451,,12,0,5
6001,Sport,0.54,496,,15,0,8
6003,Avai,0.52,417,,14,2,7
6003,Atletico-GO,0.48,419,,24,0,3
6004,Athletico-PR,0.63,569,,17,1,13
6004,Atletico-MG,0.37,337,,16,1,6
6005,Flamengo,0.69,518,,17,2,4
6005,Ponte Preta,0.31,241,,23,0,2
6006,Ponte Preta,0.32,305,,12,1,3
6006,Cruzeiro,0.68,615,,8,3,9
6016,Athletico-PR,0.62,605,,15,2,5
6016,Atletico-GO,0.38,365,,17,1,4
6017,Chapecoense,0.35,328,,20,1,3
6017,Botafogo-RJ,0.65,577,,12,6,4
6018,Coritiba,0.42,389,,16,4,6
6018,Corinthians,0.58,539,,8,1,10
6019,Cruzeiro,0.44,479,,13,1,2
6019,Gremio,0.56,589,,15,2,7
6020,Avai,0.61,491,,23,4,9
6020,Vasco,0.39,329,,28,0,2
6021,Atletico-MG,0.46,391,,16,1,9
6021,Sao Paulo,0.54,448,,12,0,10
6024,Santos,0.6,449,,11,2,10
6024,Ponte Preta,0.4,301,,20,1,4
6022,Vitoria,0.56,428,,18,1,7
6022,Sport,0.44,350,,13,4,4
6023,Flamengo,0.61,413,,17,2,10
6023,Fluminense,0.39,274,,16,1,4
6025,Palmeiras,0.46,334,,23,0,2
6025,Bahia,0.54,390,,24,0,7
6007,Botafogo-RJ,0.61,513,,13,1,1
6007,Vasco,0.39,325,,16,0,7
6008,Sao Paulo,0.56,583,,6,0,6
6008,Athletico-PR,0.44,461,,12,1,0
6010,Atletico-GO,0.42,436,,18,2,2
6010,Palmeiras,0.58,615,,13,1,3
6011,Avai,0.49,463,,12,2,6
6011,Fluminense,0.51,486,,18,1,6
6009,Chapecoense,0.42,296,,23,1,7
6009,Flamengo,0.58,423,,17,5,2
6012,Sport,0.48,381,,19,0,6
6012,Atletico-MG,0.52,431,,14,2,3
6013,Gremio,0.45,352,,16,4,11
6013,Coritiba,0.55,437,,14,1,2
6014,Bahia,0.47,451,,11,2,7
6014,Corinthians,0.53,515,,16,2,4
6015,Vitoria,0.45,381,,15,0,12
6015,Santos,0.55,463,,12,0,5
6027,Cruzeiro,0.65,623,,9,0,7
6027,Coritiba,0.35,337,,7,2,7
6026,Atletico-GO,0.47,429,,23,0,7
6026,Vasco,0.53,483,,10,1,5
6028,Atletico-MG,0.51,427,,16,4,6
6028,Chapecoense,0.49,420,,15,2,4
6030,Fluminense,0.36,339,,23,2,4
6030,Sao Paulo,0.64,596,,12,3,1
6031,Gremio,0.45,453,,14,1,4
6031,Corinthians,0.55,557,,13,1,2
6029,Avai,0.41,338,,20,1,8
6029,Botafogo-RJ,0.59,503,,22,0,4
6032,Athletico-PR,0.37,328,,12,2,4
6032,Vitoria,0.63,515,,11,1,9
6033,Ponte Preta,0.36,283,,18,5,4
6033,Palmeiras,0.64,513,,14,1,10
6034,Bahia,0.37,291,,11,0,2
6034,Flamengo,0.63,497,,23,2,7
6035,Santos,0.46,389,,23,2,1
6035,Sport,0.54,408,,17,3,11
6036,Vasco,0.47,362,,10,1,8
6036,Coritiba,0.53,416,,15,0,2
6039,Palmeiras,0.51,482,,19,0,4
6039,Gremio,0.49,472,,17,4,2
6037,Santos,0.57,542,,15,4,10
6037,Atletico-GO,0.43,423,,14,3,2
6042,Atletico-MG,0.41,337,,14,1,3
6042,Cruzeiro,0.59,467,,23,2,6
6040,Sao Paulo,0.4,366,,14,0,3
6040,Flamengo,0.6,514,,12,1,8
6041,Athletico-PR,0.57,488,,15,1,5
6041,Sport,0.43,376,,13,1,4
6038,Vitoria,0.46,370,,17,0,2
6038,Bahia,0.54,411,,12,1,5
6044,Ponte Preta,0.69,513,,19,0,12
6044,Avai,0.31,251,,19,2,5
6043,Chapecoense,0.33,291,,22,2,4
6043,Fluminense,0.67,608,,12,1,3
6045,Botafogo-RJ,0.38,375,,19,2,6
6045,Corinthians,0.62,629,,14,0,2
6046,Santos,0.55,460,,31,2,4
6046,Sao Paulo,0.45,385,,12,0,7
6047,Vasco,0.43,348,,12,1,2
6047,Flamengo,0.57,457,,16,3,5
6048,Chapecoense,0.37,388,,20,0,4
6048,Athletico-PR,0.63,630,,6,5,6
6050,Bahia,0.32,274,,17,1,4
6050,Fluminense,0.68,579,,19,1,2
6051,Botafogo-RJ,0.4,317,,16,0,3
6051,Atletico-MG,0.6,469,,21,2,8
6049,Ponte Preta,0.32,263,,19,3,3
6049,Corinthians,0.68,567,,12,1,8
6052,Atletico-GO,0.4,348,,18,1,2
6052,Vitoria,0.6,487,,19,0,16
6053,Sport,0.59,371,,21,1,11
6053,Coritiba,0.41,281,,21,2,7
6054,Avai,0.53,472,,13,0,10
6054,Gremio,0.47,444,,19,1,4
6055,Cruzeiro,0.36,375,,9,4,2
6055,Palmeiras,0.64,615,,9,0,15
6056,Atletico-MG,0.51,448,,18,4,7
6056,Santos,0.49,437,,12,3,10
6058,Sao Paulo,0.6,637,,9,0,4
6058,Atletico-GO,0.4,409,,17,2,2
6057,Botafogo-RJ,0.41,351,,16,0,1
6057,Fluminense,0.59,493,,16,1,5
6059,Coritiba,0.47,405,,15,2,3
6059,Avai,0.53,430,,6,2,6
6061,Athletico-PR,0.53,536,,13,1,5
6061,Cruzeiro,0.47,488,,9,2,4
6062,Gremio,0.59,660,,12,0,2
6062,Flamengo,0.41,466,,14,0,3
6060,Corinthians,0.39,250,,21,2,6
6060,Palmeiras,0.61,386,,11,1,7
6063,Ponte Preta,0.49,368,,18,1,7
6063,Bahia,0.51,394,,16,0,7
6064,Vasco,0.4,343,,17,1,1
6064,Vitoria,0.6,495,,23,2,3
6065,Chapecoense,0.42,308,,21,1,0
6065,Sport,0.58,425,,16,3,2
6066,Ponte Preta,0.41,357,,19,0,9
6066,Gremio,0.59,526,,14,0,3
6067,Bahia,0.55,438,,25,0,3
6067,Avai,0.45,353,,18,4,10
6068,Botafogo-RJ,0.36,346,,20,1,0
6068,Sport,0.64,575,,13,0,9
6069,Corinthians,0.38,347,,11,0,2
6069,Athletico-PR,0.62,549,,11,0,9
6072,Palmeiras,0.74,642,,10,3,4
6072,Vitoria,0.26,227,,20,1,3
6070,Santos,0.58,466,,14,2,6
6070,Vasco,0.42,345,,14,3,6
6071,Cruzeiro,0.48,468,,10,1,2
6071,Flamengo,0.52,475,,17,2,6
6074,Atletico-GO,0.46,446,,13,3,2
6074,Atletico-MG,0.54,517,,19,0,8
6073,Sao Paulo,0.69,604,,8,0,13
6073,Chapecoense,0.31,287,,14,1,3
6075,Fluminense,0.62,435,,11,2,7
6075,Coritiba,0.38,273,,20,0,10
6076,Athletico-PR,0.43,488,,14,4,2
6076,Botafogo-RJ,0.57,627,,13,1,5
6077,Corinthians,0.66,651,,15,0,7
6077,Avai,0.34,333,,12,2,6
6079,Palmeiras,0.45,387,,12,0,4
6079,Flamengo,0.55,456,,18,6,5
6080,Atletico-GO,0.41,379,,20,1,2
6080,Sport,0.59,525,,15,1,9
6081,Gremio,0.72,624,,14,2,8
6081,Vitoria,0.28,255,,16,1,2
6078,Vasco,0.51,380,,15,2,5
6078,Sao Paulo,0.49,386,,15,2,3
6082,Atletico-MG,0.43,359,,13,1,2
6082,Bahia,0.57,446,,12,0,8
6083,Cruzeiro,0.56,556,,13,1,8
6083,Fluminense,0.44,445,,8,1,5
6084,Coritiba,0.6,420,,17,3,5
6084,Ponte Preta,0.4,282,,15,1,10
6085,Chapecoense,0.43,374,,10,1,4
6085,Santos,0.57,481,,16,3,6
6086,Ponte Preta,0.4,337,,12,1,5
6086,Athletico-PR,0.6,507,,10,1,6
6087,Cruzeiro,0.63,626,,10,1,8
6087,Avai,0.37,394,,9,1,1
6088,Gremio,0.38,431,,16,3,7
6088,Sao Paulo,0.62,679,,12,1,3
6089,Vasco,0.56,472,,12,3,14
6089,Atletico-MG,0.44,396,,17,6,4
6090,Fluminense,0.37,299,,26,1,8
6090,Corinthians,0.63,503,,12,0,3
6091,Botafogo-RJ,0.65,537,,12,1,8
6091,Atletico-GO,0.35,308,,17,3,5
6093,Sport,0.43,360,,15,8,8
6093,Palmeiras,0.57,487,,7,0,5
6092,Vitoria,0.49,340,,18,1,1
6092,Chapecoense,0.51,349,,17,2,4
6094,Flamengo,0.69,499,,12,1,3
6094,Coritiba,0.31,235,,20,0,4
6095,Santos,0.6,491,,16,1,11
6095,Bahia,0.4,338,,17,1,3
6099,Chapecoense,0.4,343,,23,2,5
6099,Atletico-GO,0.6,509,,12,1,4
6097,Corinthians,0.51,438,,16,0,8
6097,Flamengo,0.49,428,,20,3,6
6098,Vitoria,0.34,303,,20,2,3
6098,Cruzeiro,0.66,575,,7,0,7
6100,Sao Paulo,0.64,588,,13,0,4
6100,Botafogo-RJ,0.36,327,,17,1,5
6096,Sport,0.46,360,,21,0,8
6096,Bahia,0.54,434,,16,1,3
6102,Atletico-MG,0.48,398,,10,1,5
6102,Coritiba,0.52,413,,15,0,11
6103,Gremio,0.58,566,,14,2,5
6103,Santos,0.42,414,,22,3,5
6101,Vasco,0.58,523,,8,0,5
6101,Athletico-PR,0.42,366,,8,1,7
6104,Ponte Preta,0.31,245,,15,0,0
6104,Fluminense,0.69,529,,16,5,9
6105,Palmeiras,0.71,694,,10,1,3
6105,Avai,0.29,284,,9,6,2
6106,Fluminense,0.54,470,,9,2,4
6106,Sport,0.46,407,,19,0,6
6111,Cruzeiro,0.67,572,,16,2,11
6111,Vasco,0.33,295,,20,1,3
6112,Atletico-GO,0.49,506,,16,0,7
6112,Gremio,0.51,524,,14,1,4
6107,Avai,0.37,274,,19,2,5
6107,Athletico-PR,0.63,459,,15,0,9
6109,Vitoria,0.68,444,,19,3,10
6109,Ponte Preta,0.32,204,,11,0,3
6110,Coritiba,0.38,281,,16,0,4
6110,Sao Paulo,0.62,485,,12,1,8
6108,Corinthians,0.58,508,,15,0,7
6108,Atletico-MG,0.42,376,,10,4,7
6113,Santos,0.42,398,,17,0,1
6113,Flamengo,0.58,512,,14,0,7
6114,Bahia,0.62,431,,16,1,9
6114,Chapecoense,0.38,283,,21,1,5
6115,Botafogo-RJ,0.37,315,,17,1,4
6115,Palmeiras,0.63,533,,19,0,8
6119,Sport,0.47,429,,19,6,10
6119,Corinthians,0.53,504,,18,1,0
6116,Gremio,0.37,298,,20,1,2
6116,Atletico-MG,0.63,492,,17,4,7
6117,Cruzeiro,0.56,439,,28,1,5
6117,Botafogo-RJ,0.44,348,,13,3,4
6118,Santos,0.57,576,,17,3,3
6118,Avai,0.43,426,,11,0,7
6120,Flamengo,0.56,472,,13,2,2
6120,Vitoria,0.44,366,,17,0,4
6121,Fluminense,0.63,462,,18,1,13
6121,Atletico-GO,0.37,284,,16,2,4
6122,Sao Paulo,0.61,450,,20,1,8
6122,Bahia,0.39,299,,29,2,0
6123,Chapecoense,0.47,313,,18,0,12
6123,Coritiba,0.53,350,,11,4,6
6124,Vasco,0.49,333,,18,2,5
6124,Ponte Preta,0.51,326,,16,0,4
6125,Palmeiras,0.65,613,,14,1,5
6125,Athletico-PR,0.35,332,,16,2,6
6126,Cruzeiro,0.4,425,0.81,20,0,7
6126,Gremio,0.6,649,0.86,15,3,4
6127,Vitoria,0.66,545,0.88,24,2,4
6127,Flamengo,0.34,286,0.72,10,2,5
6128,Santos,0.54,532,0.9,7,1,4
6128,Ceara,0.46,472,0.85,5,0,2
6129,America-MG,0.38,363,0.76,11,4,2
6129,Sport,0.62,580,0.85,12,3,6
6130,Vasco,0.67,596,0.88,11,3,9
6130,Atletico-MG,0.33,321,0.78,18,3,3
6131,Internacional,0.45,412,0.75,16,1,4
6131,Bahia,0.55,491,0.82,18,1,3
6132,Fluminense,0.35,293,0.73,15,0,2
6132,Corinthians,0.65,515,0.84,14,0,6
6133,Athletico-PR,0.7,646,0.92,10,3,3
6133,Chapecoense,0.3,271,0.77,16,1,9
6134,Parana,0.48,446,0.84,15,2,7
6134,Sao Paulo,0.52,480,0.86,20,3,7
6135,Botafogo-RJ,0.46,409,0.8,7,0,8
6135,Palmeiras,0.54,498,0.81,23,0,3
6136,Santos,0.46,352,0.8,21,5,6
6136,Bahia,0.54,395,0.84,29,2,7
6137,Flamengo,0.49,345,0.82,15,1,6
6137,America-MG,0.51,345,0.79,17,0,12
6138,Corinthians,0.52,467,0.82,16,1,2
6138,Parana,0.48,413,0.84,16,2,5
6139,Ceara,0.51,497,0.85,12,1,7
6139,Sao Paulo,0.49,476,0.86,7,1,7
6140,Atletico-MG,0.61,497,0.86,22,6,6
6140,Vitoria,0.39,321,0.78,19,1,5
6141,Fluminense,0.31,273,0.69,13,0,1
6141,Cruzeiro,0.69,576,0.85,19,3,7
6142,Vasco,0.64,559,0.84,8,2,3
6142,Chapecoense,0.36,306,0.75,13,2,3
6143,Palmeiras,0.44,390,0.79,14,0,8
6143,Internacional,0.56,483,0.81,15,2,9
6144,Gremio,0.49,587,0.86,9,3,7
6144,Athletico-PR,0.51,602,0.85,15,1,4
6145,Botafogo-RJ,0.49,375,0.77,15,0,7
6145,Sport,0.51,391,0.77,14,2,10
6146,Botafogo-RJ,0.56,464,0.85,14,0,10
6146,Gremio,0.44,388,0.79,12,2,4
6149,Chapecoense,0.28,237,0.71,17,2,1
6149,Palmeiras,0.72,589,0.85,17,2,14
6151,Corinthians,0.42,413,0.8,15,0,0
6151,Atletico-MG,0.58,556,0.88,25,2,10
6152,Sao Paulo,0.45,316,0.73,16,0,8
6152,Fluminense,0.55,370,0.8,17,2,7
6147,Athletico-PR,0.66,640,0.88,12,1,2
6147,Bahia,0.34,334,0.83,22,2,8
6148,Flamengo,0.52,431,0.86,12,3,5
6148,Ceara,0.48,401,0.88,18,1,2
6150,Sport,0.3,261,0.63,15,3,1
6150,Parana,0.7,575,0.85,14,2,8
6153,Internacional,0.59,462,0.83,15,5,18
6153,Cruzeiro,0.41,350,0.77,14,1,4
6154,America-MG,0.4,305,0.68,14,0,8
6154,Vitoria,0.6,445,0.79,12,3,7
6156,Vasco,0.67,557,0.86,14,5,3
6156,America-MG,0.33,282,0.7,24,0,3
6157,Atletico-MG,0.62,535,0.87,14,2,7
6157,Sao Paulo,0.38,317,0.77,17,2,6
6158,Ceara,0.38,380,0.82,20,3,2
6158,Corinthians,0.62,585,0.89,12,2,12
6159,Flamengo,0.58,470,0.86,12,1,6
6159,Internacional,0.42,345,0.82,15,0,6
6160,Botafogo-RJ,0.48,395,0.8,12,1,6
6160,Cruzeiro,0.52,417,0.82,19,5,8
6161,Palmeiras,0.38,389,0.77,15,1,6
6161,Athletico-PR,0.62,619,0.89,10,3,3
6162,Fluminense,0.66,517,0.84,7,1,9
6162,Vitoria,0.34,274,0.72,18,3,3
6163,Gremio,0.64,657,0.9,15,0,8
6163,Santos,0.36,370,0.83,22,1,1
6164,Bahia,0.53,393,0.78,21,0,7
6164,Sport,0.47,343,0.76,18,1,9
6165,Parana,0.47,338,0.71,16,1,4
6165,Chapecoense,0.53,373,0.73,10,0,6
6166,Internacional,0.22,212,0.65,24,0,1
6166,Gremio,0.78,721,0.89,13,0,11
6167,Cruzeiro,0.56,481,0.86,18,4,7
6167,Sport,0.44,389,0.82,16,2,4
6169,Vitoria,0.37,289,0.69,19,1,2
6169,Vasco,0.63,472,0.8,16,1,7
6170,Palmeiras,0.47,366,0.74,21,2,3
6170,Corinthians,0.53,409,0.79,15,0,10
6171,Sao Paulo,0.52,392,0.76,14,1,3
6171,Bahia,0.48,378,0.78,20,1,3
6172,Chapecoense,0.42,327,0.79,18,1,3
6172,Flamengo,0.58,437,0.82,17,3,7
6168,Athletico-PR,0.63,607,0.88,15,1,6
6168,Atletico-MG,0.37,358,0.79,16,0,10
6173,Santos,0.57,545,0.87,12,4,6
6173,Parana,0.43,419,0.86,14,0,5
6175,America-MG,0.35,287,0.68,18,3,2
6175,Ceara,0.65,516,0.84,16,2,8
6174,Botafogo-RJ,0.41,328,0.77,12,2,5
6174,Fluminense,0.59,465,0.84,12,2,9
6176,Atletico-MG,0.69,588,0.86,13,0,3
6176,Cruzeiro,0.31,260,0.75,15,1,6
6177,Vasco,0.39,298,0.76,24,0,11
6177,Flamengo,0.61,462,0.82,16,3,6
6178,Bahia,0.47,393,0.8,13,1,4
6178,Palmeiras,0.53,438,0.8,17,4,5
6179,Ceara,0.59,508,0.84,17,1,4
6179,Vitoria,0.41,351,0.77,11,0,7
6181,Botafogo-RJ,0.57,553,0.85,11,5,2
6181,America-MG,0.43,422,0.81,20,1,5
6182,Gremio,0.75,719,0.9,18,1,9
6182,Parana,0.25,246,0.71,16,0,1
6183,Sport,0.44,436,0.85,18,1,3
6183,Corinthians,0.56,562,0.88,17,2,5
6180,Sao Paulo,0.39,341,0.75,13,2,4
6180,Santos,0.61,557,0.82,6,1,2
6184,Fluminense,0.32,294,0.75,13,2,3
6184,Athletico-PR,0.68,612,0.87,18,1,6
6185,Chapecoense,0.51,462,0.81,15,0,2
6185,Internacional,0.49,450,0.82,14,2,2
6186,Chapecoense,0.55,445,0.82,14,0,6
6186,Fluminense,0.45,387,0.79,21,1,1
6187,Palmeiras,0.61,501,0.79,17,4,9
6187,Sport,0.39,324,0.7,10,0,3
6188,Atletico-MG,0.68,599,0.86,15,0,14
6188,Flamengo,0.32,306,0.78,13,4,1
6189,Parana,0.31,296,0.79,8,1,10
6189,Athletico-PR,0.69,673,0.9,14,1,4
6190,Internacional,0.55,500,0.87,13,2,12
6190,Corinthians,0.45,437,0.81,10,0,2
6191,Vasco,0.48,442,0.79,16,2,2
6191,Bahia,0.52,460,0.83,20,3,4
6193,Vitoria,0.41,359,0.72,18,2,1
6193,Botafogo-RJ,0.59,497,0.8,10,6,6
6192,Cruzeiro,0.45,407,0.82,12,0,7
6192,Santos,0.55,496,0.84,12,0,5
6194,Ceara,0.4,411,0.83,15,1,6
6194,Gremio,0.6,638,0.89,13,0,3
