partida_id,clube,posse_de_bola,passes,precisao_passes,faltas,impedimentos,escanteios
6662,Corinthians,0.52,420,0.78,15,2,2
6664,Chapecoense,0.39,285,0.69,16,2,4
6664,Botafogo-RJ,0.61,450,0.84,13,0,5
6666,Gremio,0.45,426,0.79,9,0,5
6666,Sao Paulo,0.55,496,0.81,10,0,5
6667,Bahia,0.67,538,0.84,15,0,8
6667,CSA,0.33,285,0.69,17,3,2
6669,Ceara,0.31,247,0.61,15,2,4
6669,Athletico-PR,0.69,534,0.82,14,0,10
6668,Santos,0.48,386,0.8,19,3,5
6668,Chapecoense,0.52,399,0.82,17,1,5
6670,Botafogo-RJ,0.51,496,0.85,6,1,1
6670,Internacional,0.49,485,0.83,10,0,8
6671,Palmeiras,0.34,341,0.79,16,3,1
6671,Flamengo,0.66,658,0.9,15,0,1
6672,Fortaleza,0.52,389,0.82,21,0,5
6672,Goias,0.48,365,0.81,14,4,3
6673,Cruzeiro,0.57,501,0.89,14,2,3
6673,Vasco,0.43,364,0.83,15,1,11
6674,Corinthians,0.45,484,0.86,9,0,10
6674,Atletico-MG,0.55,607,0.86,14,1,4
6675,Avai,0.39,344,0.78,15,0,2
6675,Fluminense,0.61,509,0.88,14,0,12
6677,Ceara,0.39,320,0.81,10,2,8
6677,Corinthians,0.61,508,0.86,9,2,5
6676,Vasco,0.57,453,0.82,15,2,4
6676,Bahia,0.43,354,0.71,19,1,3
6678,Flamengo,0.59,540,0.86,9,1,8
6678,Avai,0.41,378,0.81,15,1,4
6679,Fortaleza,0.46,413,0.86,13,2,5
6679,Fluminense,0.54,472,0.86,15,4,4
6680,Sao Paulo,0.49,442,0.77,16,1,2
6680,Internacional,0.51,445,0.81,14,3,9
6681,Palmeiras,0.66,516,0.83,21,2,7
6681,Goias,0.34,276,0.74,11,1,3
6682,Cruzeiro,0.52,571,0.91,11,0,7
6682,Gremio,0.48,533,0.91,10,0,2
6683,Athletico-PR,0.38,289,0.68,15,1,3
6683,Santos,0.62,437,0.77,8,1,11
6684,Atletico-MG,0.53,482,0.88,14,4,8
6684,Botafogo-RJ,0.47,435,0.84,14,2,2
6685,CSA,0.48,312,0.76,22,3,3
6685,Chapecoense,0.52,320,0.72,14,0,7
6665,Palmeiras,0.46,406,0.83,12,0,3
6665,Fluminense,0.54,463,0.87,11,2,7
6686,Santos,0.48,349,0.74,24,3,1
6686,Flamengo,0.52,379,0.7,20,1,3
6687,Vasco,0.44,334,0.77,22,1,5
6687,Chapecoense,0.56,400,0.81,14,0,7
6688,Cruzeiro,0.42,351,0.77,19,0,4
6688,Palmeiras,0.58,461,0.86,20,1,4
6689,Botafogo-RJ,0.61,570,0.87,5,0,0
6689,Ceara,0.39,347,0.78,11,5,18
6691,Atletico-MG,0.61,659,0.88,6,0,10
6691,Internacional,0.39,435,0.83,14,1,0
6690,Avai,,0,,0,0,0
6690,Athletico-PR,,0,,0,0,0
6693,Gremio,0.64,628,0.88,10,1,15
6693,Goias,0.36,365,0.84,10,0,4
6694,Fluminense,0.49,429,0.84,19,2,3
6694,Corinthians,0.51,439,0.88,12,1,6
6692,Bahia,0.54,383,0.81,16,5,5
6692,Fortaleza,0.46,336,0.77,11,0,7
6695,CSA,0.28,206,0.57,16,1,3
6695,Sao Paulo,0.72,523,0.86,14,3,11
6696,Sao Paulo,0.46,383,0.76,23,2,11
6696,Botafogo-RJ,0.54,442,0.82,14,2,1
6697,Flamengo,0.59,487,0.85,14,0,4
6697,Cruzeiro,0.41,351,0.8,9,3,1
6698,Corinthians,0.49,396,0.83,12,2,4
6698,Bahia,0.51,419,0.84,15,1,3
6699,Gremio,0.42,346,0.74,15,0,2
6699,Santos,0.58,468,0.82,13,0,9
6700,Chapecoense,0.36,303,0.71,19,0,3
6700,Internacional,0.64,527,0.84,12,3,8
6703,Vasco,,0,,0,0,0
6703,Athletico-PR,,0,,0,0,0
6701,Palmeiras,0.57,459,0.83,11,4,5
6701,Fortaleza,0.43,346,0.78,16,1,5
6702,Ceara,0.55,399,0.79,9,1,11
6702,CSA,0.45,322,0.75,20,4,6
6704,Goias,0.28,231,0.77,16,1,4
6704,Fluminense,0.72,572,0.87,10,1,8
6705,Atletico-MG,0.64,558,0.82,14,1,10
6705,Avai,0.36,318,0.72,11,2,4
6706,Cruzeiro,0.54,461,0.78,17,2,3
6706,Ceara,0.46,402,0.75,18,1,8
6707,Bahia,0.58,509,0.86,17,0,5
6707,Botafogo-RJ,0.42,377,0.8,9,1,1
6708,Flamengo,0.73,594,0.88,16,1,6
6708,Internacional,0.27,232,0.72,6,3,1
6709,Sao Paulo,0.73,543,0.83,21,4,10
6709,Goias,0.27,212,0.6,24,0,0
6710,CSA,0.3,295,0.82,13,0,2
6710,Palmeiras,0.7,694,0.91,13,0,5
6711,Santos,0.53,467,0.83,15,1,5
6711,Fluminense,0.47,418,0.8,12,2,1
6712,Avai,0.48,538,0.89,9,0,2
6712,Gremio,0.52,585,0.89,18,0,6
6713,Fortaleza,0.34,321,0.79,8,1,7
6713,Athletico-PR,0.66,607,0.89,11,0,11
6716,Sao Paulo,0.38,334,0.73,27,3,2
6716,Flamengo,0.62,531,0.84,20,2,9
6717,Corinthians,0.55,455,0.81,16,2,5
6717,Vasco,0.45,382,0.78,23,4,2
6721,Chapecoense,,0,,0,0,0
6721,Athletico-PR,,0,,0,0,0
6718,CSA,0.37,338,0.76,12,2,4
6718,Santos,0.63,572,0.87,13,1,10
6719,Palmeiras,0.46,403,0.82,17,1,3
6719,Internacional,0.54,455,0.85,28,0,3
6720,Gremio,0.53,531,0.87,9,1,6
6720,Fluminense,0.47,481,0.85,17,0,2
6722,Ceara,0.38,315,0.73,12,1,8
6722,Atletico-MG,0.62,515,0.85,13,0,5
6723,Avai,0.56,481,0.82,16,4,7
6723,Bahia,0.44,393,0.76,16,1,5
6724,Fortaleza,0.45,410,0.85,15,1,5
6724,Botafogo-RJ,0.55,502,0.84,12,1,1
6725,Goias,0.33,252,0.66,20,0,0
6725,Cruzeiro,0.67,505,0.83,19,2,9
6714,Vasco,0.45,338,0.78,22,2,7
6714,Atletico-MG,0.55,404,0.8,18,1,5
6715,Corinthians,0.45,336,0.75,15,2,7
6715,Chapecoense,0.55,397,0.79,19,1,9
6726,Santos,0.58,423,0.81,17,1,2
6726,Vasco,0.42,285,0.73,15,1,8
6727,Fortaleza,0.38,300,0.8,14,0,3
6727,Sao Paulo,0.62,478,0.89,15,0,9
6728,Gremio,0.65,609,0.88,12,3,10
6728,Corinthians,0.35,338,0.81,12,0,5
6729,Bahia,0.46,413,0.83,9,1,4
6729,Athletico-PR,0.54,491,0.83,14,1,4
6730,Cruzeiro,0.53,470,0.81,18,0,3
6730,Internacional,0.47,440,0.82,14,1,3
6731,Chapecoense,0.36,298,0.65,16,3,1
6731,Flamengo,0.64,520,0.82,20,2,8
6733,Atletico-MG,0.33,254,0.72,20,1,2
6733,Palmeiras,0.67,506,0.88,12,2,17
6734,Botafogo-RJ,0.46,410,0.79,20,3,5
6734,Fluminense,0.54,481,0.86,20,3,2
6732,Ceara,0.58,411,0.85,7,2,15
6732,Goias,0.42,314,0.72,12,1,9
6735,Avai,0.71,593,0.88,11,1,8
6735,CSA,0.29,242,0.72,10,1,4
6737,Goias,0.57,446,0.83,18,1,5
6737,Botafogo-RJ,0.43,348,0.76,29,2,5
6736,CSA,0.3,259,0.71,16,0,3
6736,Internacional,0.7,593,0.88,9,4,11
6738,Chapecoense,0.47,397,0.83,17,1,6
6738,Fortaleza,0.53,446,0.84,18,4,2
6740,Ceara,0.31,293,0.76,19,1,4
6740,Gremio,0.69,641,0.9,11,1,4
6739,Sao Paulo,0.6,565,0.86,15,2,5
6739,Bahia,0.4,378,0.82,10,3,3
6741,Cruzeiro,0.51,459,0.77,17,3,2
6741,Fluminense,0.49,460,0.8,18,0,5
6742,Palmeiras,0.43,364,0.84,13,0,3
6742,Santos,0.57,474,0.88,16,3,2
6743,Corinthians,,0,,0,0,0
6743,Athletico-PR,,0,,0,0,0
6744,Vasco,0.44,419,0.78,11,1,6
6744,Avai,0.56,505,0.83,18,0,7
6745,Atletico-MG,0.33,318,0.72,9,1,2
6745,Flamengo,0.67,630,0.89,10,0,9
6746,CSA,0.51,376,0.78,21,1,2
6746,Goias,0.49,365,0.77,17,2,4
6747,Bahia,0.51,447,0.84,15,0,7
6747,Fluminense,0.49,434,0.82,11,1,4
6748,Botafogo-RJ,0.51,422,0.82,13,0,2
6748,Palmeiras,0.49,413,0.8,22,2,7
6750,Flamengo,,0,,0,0,0
6750,Athletico-PR,,0,,0,0,0
6749,Santos,0.54,492,0.81,18,2,3
6749,Internacional,0.46,420,0.81,16,8,9
6752,Fortaleza,0.41,301,0.78,19,1,3
6752,Vasco,0.59,406,0.8,14,1,10
6751,Avai,0.43,368,0.76,16,3,0
6751,Ceara,0.57,449,0.82,16,2,11
6753,Corinthians,0.45,467,0.85,10,0,1
6753,Sao Paulo,0.55,568,0.88,9,2,2
6754,Gremio,0.57,526,0.85,8,2,4
6754,Atletico-MG,0.43,394,0.78,17,0,4
6755,Cruzeiro,0.39,331,0.78,13,0,7
6755,Chapecoense,0.61,484,0.83,12,0,9
6756,CSA,0.42,358,0.82,18,2,1
6756,Atletico-MG,0.58,498,0.84,13,0,7
6757,Gremio,0.63,554,0.9,13,1,10
6757,Bahia,0.37,337,0.81,15,0,6
6758,Flamengo,0.7,462,0.87,16,2,12
6758,Fortaleza,0.3,203,0.69,8,2,4
6759,Sao Paulo,0.6,558,0.84,16,1,2
6759,Cruzeiro,0.4,363,0.8,18,3,4
6760,Chapecoense,0.28,222,0.59,14,0,4
6760,Palmeiras,0.72,547,0.86,15,5,12
6762,Vasco,0.36,275,0.74,15,1,3
6762,Botafogo-RJ,0.64,485,0.83,11,2,7
6761,Corinthians,0.56,411,0.84,16,0,5
6761,Goias,0.44,305,0.76,10,2,5
6765,Fluminense,,0,,0,0,0
6765,Athletico-PR,,0,,0,0,0
6764,Ceara,0.32,228,0.69,11,2,7
6764,Santos,0.68,493,0.84,15,3,5
6763,Internacional,0.71,675,0.89,16,2,8
6763,Avai,0.29,273,0.75,7,0,6
6766,Fortaleza,0.4,341,0.8,13,1,1
6766,Gremio,0.6,504,0.88,17,0,8
6767,Cruzeiro,0.45,394,0.75,18,0,4
6767,Corinthians,0.55,463,0.85,15,0,4
6768,Internacional,0.71,605,0.88,14,2,12
6768,Vasco,0.29,250,0.73,12,0,3
6769,Avai,0.22,206,0.62,11,1,0
6769,Sao Paulo,0.78,682,0.89,23,2,12
6770,Santos,0.7,504,0.83,14,1,7
6770,Atletico-MG,0.3,224,0.68,24,1,3
6771,Fluminense,0.53,408,0.86,13,1,7
6771,Flamengo,0.47,364,0.81,23,0,10
6772,Goias,0.51,314,0.82,14,2,9
6772,Chapecoense,0.49,311,0.81,23,1,6
6773,Athletico-PR,0.53,432,0.79,23,0,2
6773,Palmeiras,0.47,407,0.8,11,4,1
6774,Bahia,0.48,384,0.77,14,4,6
6774,Ceara,0.52,405,0.77,11,1,17
6775,Botafogo-RJ,0.43,389,0.88,18,2,4
6775,CSA,0.57,511,0.87,16,2,3
6780,Fortaleza,,0,,0,0,0
6780,Cruzeiro,,0,,0,0,0
6776,Corinthians,0.36,285,0.72,20,0,4
6776,Santos,0.64,502,0.82,12,5,3
6777,Ceara,0.64,544,0.84,11,3,11
6777,Vasco,0.36,321,0.75,14,0,3
6778,Internacional,0.44,388,0.79,11,2,4
6778,Bahia,0.56,470,0.78,16,1,6
6779,Fluminense,0.68,563,0.86,11,0,5
6779,Chapecoense,0.32,258,0.7,14,0,5
6781,Goias,,0,,0,0,0
6781,Athletico-PR,,0,,0,0,0
6782,Botafogo-RJ,0.47,441,0.86,9,0,7
6782,Gremio,0.53,497,0.86,13,1,5
6783,Atletico-MG,0.39,353,0.79,11,4,6
6783,Sao Paulo,0.61,543,0.85,9,3,6
6784,Palmeiras,0.63,463,0.82,17,2,5
6784,Avai,0.37,266,0.65,18,0,6
6785,CSA,0.36,351,0.82,13,5,2
6785,Flamengo,0.64,605,0.9,20,1,6
6786,Sao Paulo,0.69,581,0.87,14,0,3
6786,Palmeiras,0.31,267,0.75,12,1,6
6788,Chapecoense,0.29,207,0.62,10,0,2
6788,Atletico-MG,0.71,475,0.81,15,2,18
6787,Avai,0.51,431,0.83,20,0,3
6787,Fortaleza,0.49,448,0.81,10,0,4
6790,Gremio,0.57,496,0.83,13,0,4
6790,Vasco,0.43,363,0.8,9,0,10
6789,Fluminense,0.72,686,0.87,8,2,10
6789,Ceara,0.28,275,0.78,12,1,4
6791,Corinthians,0.56,469,0.85,10,2,3
6791,CSA,0.44,371,0.81,17,1,5
6792,Santos,0.62,450,0.84,17,3,4
6792,Bahia,0.38,290,0.7,26,1,0
6793,Flamengo,0.63,386,0.8,15,0,9
6793,Goias,0.37,227,0.7,18,4,3
6794,Internacional,0.55,484,0.81,14,1,3
6794,Athletico-PR,0.45,405,0.78,22,0,5
6795,Cruzeiro,0.43,328,0.69,15,1,4
6795,Botafogo-RJ,0.57,406,0.8,15,1,12
6796,Fortaleza,0.59,433,0.85,18,1,7
6796,Atletico-MG,0.41,290,0.78,19,2,7
6798,Ceara,0.44,395,0.86,19,2,5
6798,Palmeiras,0.56,493,0.88,14,2,7
6797,Fluminense,0.67,610,0.87,7,2,8
6797,Vasco,0.33,308,0.76,12,1,3
6799,Sao Paulo,0.62,528,0.89,11,2,2
6799,Chapecoense,0.38,313,0.85,19,0,6
6801,CSA,,0,,0,0,0
6801,Athletico-PR,,0,,0,0,0
6800,Corinthians,0.31,293,0.72,10,2,2
6800,Flamengo,0.69,636,0.88,12,1,8
6802,Gremio,0.59,518,0.87,16,1,5
6802,Internacional,0.41,359,0.81,16,0,3
6803,Botafogo-RJ,0.37,278,0.7,8,0,8
6803,Santos,0.63,480,0.83,16,1,9
6804,Bahia,0.36,270,0.77,11,3,5
6804,Cruzeiro,0.64,489,0.89,16,4,3
6805,Goias,0.48,354,0.8,19,0,4
6805,Avai,0.52,401,0.81,19,0,3
6809,Athletico-PR,,0,,0,0,0
6809,Cruzeiro,,0,,0,0,0
6806,Fortaleza,0.41,388,0.85,9,1,6
6806,Corinthians,0.59,559,0.88,18,1,2
6807,Atletico-MG,0.53,380,0.8,15,4,10
6807,Goias,0.47,350,0.77,16,1,8
6808,Santos,0.53,412,0.78,11,2,6
6808,Avai,0.47,359,0.76,19,0,8
6810,Palmeiras,0.55,374,0.78,27,1,6
6810,Vasco,0.45,309,0.72,17,1,3
6811,Chapecoense,0.33,247,0.68,16,1,4
6811,Bahia,0.67,483,0.84,20,3,6
6812,Internacional,0.6,593,0.87,11,1,4
6812,Ceara,0.4,413,0.8,8,3,6
6813,Sao Paulo,0.57,612,0.89,6,0,2
6813,Fluminense,0.43,475,0.86,16,1,2
6814,Flamengo,0.71,497,0.86,14,0,10
6814,Botafogo-RJ,0.29,207,0.57,16,0,1
6815,Gremio,0.65,646,0.92,15,0,11
6815,CSA,0.35,354,0.86,16,1,3
6816,Goias,0.43,344,0.78,19,2,5
6816,Santos,0.57,444,0.82,16,3,4
6817,Corinthians,0.54,394,0.79,18,0,2
6817,Palmeiras,0.46,323,0.78,12,3,9
6820,Sao Paulo,,0,,0,0,0
6820,Athletico-PR,,0,,0,0,0
6818,Fluminense,0.61,621,0.86,9,0,3
6818,Internacional,0.39,408,0.81,16,1,4
6819,Atletico-MG,0.41,302,0.76,12,0,8
6819,Cruzeiro,0.59,426,0.79,9,1,4
6821,Bahia,0.33,278,0.68,11,0,2
6821,Flamengo,0.67,526,0.85,10,3,11
6822,Gremio,0.52,477,0.87,13,0,2
6822,Chapecoense,0.48,425,0.89,10,0,5
6823,Fortaleza,0.36,283,0.74,13,0,3
6823,Ceara,0.64,483,0.84,17,0,8
6824,CSA,0.59,472,0.86,17,4,5
6824,Vasco,0.41,337,0.82,18,0,3
6825,Botafogo-RJ,0.37,295,0.78,19,1,4
6825,Avai,0.63,502,0.85,16,1,4
6826,Vasco,0.32,245,0.71,25,1,4
6826,Flamengo,0.68,513,0.84,23,0,5
6836,Santos,0.41,320,0.77,14,0,3
6836,Sao Paulo,0.59,463,0.81,25,4,4
6837,Fluminense,0.54,504,0.82,15,0,1
6837,Atletico-MG,0.46,423,0.82,15,3,2
6841,Botafogo-RJ,,0,,0,0,0
6841,Athletico-PR,,0,,0,0,0
6838,Gremio,0.69,559,0.84,9,3,10
6838,Flamengo,0.31,270,0.68,15,0,0
6839,Bahia,0.45,404,0.84,17,1,2
6839,Palmeiras,0.55,481,0.87,16,0,4
6840,Ceara,0.6,508,0.85,15,2,5
6840,Chapecoense,0.4,325,0.8,13,0,6
6842,Corinthians,0.49,411,0.77,9,2,5
6842,Internacional,0.51,421,0.75,19,0,3
6843,Fortaleza,0.64,516,0.88,10,0,4
6843,CSA,0.36,294,0.81,20,1,3
6844,Vasco,0.47,360,0.78,22,3,3
6844,Goias,0.53,384,0.78,16,1,16
6845,Cruzeiro,0.73,573,0.86,14,0,17
6845,Avai,0.27,223,0.65,20,0,2
6827,Cruzeiro,0.43,356,0.78,19,1,4
6827,Santos,0.57,456,0.83,16,4,10
6829,Atletico-MG,,0,,0,0,0
6829,Athletico-PR,,0,,0,0,0
6828,Palmeiras,0.39,376,0.78,14,1,4
6828,Gremio,0.61,609,0.85,14,1,4
6830,Goias,0.47,367,0.82,14,2,4
6830,Bahia,0.53,415,0.78,23,0,5
6831,Botafogo-RJ,0.28,239,0.64,11,2,2
6831,Corinthians,0.72,597,0.88,19,2,8
6833,Internacional,0.61,539,0.86,16,0,9
6833,Fortaleza,0.39,366,0.79,12,3,3
6834,Chapecoense,0.42,360,0.75,15,0,4
6834,Avai,0.58,490,0.83,11,0,4
6832,Sao Paulo,0.51,479,0.83,16,0,5
6832,Ceara,0.49,434,0.82,12,0,13
6835,CSA,0.39,372,0.84,15,1,5
6835,Fluminense,0.61,604,0.91,14,2,3
6846,Goias,0.31,259,0.61,24,2,3
6846,Internacional,0.69,562,0.83,22,3,11
6847,Chapecoense,0.59,396,0.85,12,0,5
6847,Botafogo-RJ,0.41,290,0.74,18,0,2
6849,Gremio,,0,,0,0,0
6849,Athletico-PR,,0,,0,0,0
6848,Atletico-MG,0.42,346,0.77,20,2,4
6848,Bahia,0.58,463,0.82,12,0,10
6851,Corinthians,0.65,503,0.86,15,2,7
6851,Avai,0.35,277,0.75,13,3,3
6850,Flamengo,0.66,553,0.9,13,0,13
6850,Ceara,0.34,287,0.78,10,1,3
6852,Palmeiras,0.55,551,0.88,20,2,6
6852,Fluminense,0.45,468,0.86,15,0,2
6853,Santos,0.63,419,0.85,17,3,8
6853,Fortaleza,0.37,246,0.76,16,1,5
6854,Vasco,0.44,376,0.82,16,0,5
6854,Sao Paulo,0.56,486,0.85,29,2,5
6855,CSA,0.27,215,0.6,16,2,1
6855,Cruzeiro,0.73,525,0.84,9,1,9
6856,Botafogo-RJ,0.44,374,0.8,8,3,5
6856,Internacional,0.56,475,0.84,14,1,9
6857,Ceara,0.52,382,0.8,17,1,6
6857,Athletico-PR,0.48,373,0.77,16,2,4
6859,Palmeiras,0.44,420,0.86,18,4,3
6859,Flamengo,0.56,545,0.87,21,1,6
6858,Avai,0.43,377,0.78,26,0,3
6858,Fluminense,0.57,488,0.84,20,0,4
6860,Fortaleza,0.42,334,0.79,15,1,6
6860,Goias,0.58,421,0.83,11,2,14
6861,Bahia,0.48,372,0.82,12,0,8
6861,CSA,0.52,414,0.83,9,4,6
6862,Corinthians,0.59,394,0.81,8,3,5
6862,Atletico-MG,0.41,273,0.73,15,2,7
6863,Santos,0.68,499,0.88,18,2,3
6863,Chapecoense,0.32,243,0.78,19,0,2
6864,Gremio,0.42,375,0.8,15,0,1
6864,Sao Paulo,0.58,521,0.84,16,1,5
6865,Cruzeiro,0.59,400,0.8,19,0,17
6865,Vasco,0.41,295,0.71,16,1,2
6866,Athletico-PR,0.51,366,0.79,16,3,6
6866,Santos,0.49,364,0.83,9,5,3
6868,Atletico-MG,0.48,419,0.81,11,2,11
6868,Botafogo-RJ,0.52,446,0.83,10,1,8
6867,Ceara,0.36,261,0.74,15,2,9
6867,Corinthians,0.64,479,0.86,14,0,6
6869,CSA,0.44,369,0.84,13,1,5
6869,Chapecoense,0.56,468,0.87,21,1,2
6870,Fortaleza,0.41,411,0.87,9,1,1
6870,Fluminense,0.59,560,0.87,16,0,6
6871,Sao Paulo,0.42,368,0.79,20,3,8
6871,Internacional,0.58,515,0.83,19,1,2
6872,Gremio,0.63,580,0.86,11,1,5
6872,Cruzeiro,0.37,342,0.79,21,1,6
6873,Palmeiras,0.44,382,0.85,21,1,1
6873,Goias,0.56,475,0.87,13,1,3
6874,Vasco,0.54,510,0.89,11,2,6
6874,Bahia,0.46,436,0.86,21,1,2
6875,Flamengo,0.68,608,0.88,18,0,8
6875,Avai,0.32,283,0.71,13,2,3
6876,Fluminense,0.4,360,0.76,14,2,5
6876,Corinthians,0.6,538,0.83,21,0,3
6878,Botafogo-RJ,0.51,394,0.84,12,0,3
6878,Ceara,0.49,382,0.78,19,2,6
6880,Atletico-MG,0.35,272,0.71,16,1,3
6880,Internacional,0.65,470,0.83,11,2,18
6879,CSA,0.42,349,0.88,17,1,6
6879,Sao Paulo,0.58,493,0.89,24,1,4
6881,Cruzeiro,0.57,505,0.86,11,1,4
6881,Palmeiras,0.43,384,0.81,11,2,3
6882,Gremio,0.55,392,0.8,8,2,4
6882,Goias,0.45,309,0.79,21,1,7
6883,Vasco,0.52,378,0.83,18,1,7
6883,Chapecoense,0.48,363,0.84,16,0,2
6885,Bahia,0.43,308,0.75,15,3,3
6885,Fortaleza,0.57,417,0.84,9,4,2
6877,Santos,0.51,391,0.82,12,4,3
6877,Flamengo,0.49,386,0.81,15,0,5
6884,Avai,,0,,0,0,0
6884,Athletico-PR,,0,,0,0,0
6888,Ceara,0.6,487,0.82,18,0,4
6888,Sport,0.4,324,0.77,15,3,2
6887,Coritiba,0.42,382,0.74,11,3,2
6887,Internacional,0.58,504,0.81,21,2,6
6886,Athletico-PR,0.57,549,0.89,10,1,4
6886,Fortaleza,0.43,414,0.86,14,1,4
6890,Atletico-MG,0.37,321,0.71,24,3,2
6890,Flamengo,0.63,525,0.8,12,2,9
6889,Bragantino,0.46,377,0.8,19,2,2
6889,Santos,0.54,444,0.81,10,4,4
6891,Gremio,0.53,496,0.8,24,2,6
6891,Fluminense,0.47,447,0.8,16,1,3
6896,Goias,0.21,196,0.72,18,1,3
6896,Athletico-PR,0.79,728,0.92,16,1,3
6898,Botafogo-RJ,0.45,472,0.82,8,1,3
6898,Bragantino,0.55,558,0.88,13,1,12
6897,Corinthians,0.44,426,0.74,11,1,4
6897,Atletico-MG,0.56,515,0.81,19,3,8
6899,Bahia,0.45,420,0.8,16,1,3
6899,Coritiba,0.55,486,0.85,18,5,8
6900,Atletico-GO,0.34,284,0.72,15,2,11
6900,Flamengo,0.66,555,0.88,19,1,5
6901,Ceara,0.42,421,0.8,17,1,1
6901,Gremio,0.58,571,0.87,7,0,7
6902,Fluminense,0.52,430,0.82,20,3,3
6902,Palmeiras,0.48,400,0.82,31,0,3
6903,Fortaleza,0.48,443,0.85,18,3,7
6903,Sao Paulo,0.52,474,0.87,16,4,5
6904,Santos,0.41,379,0.79,14,2,4
6904,Internacional,0.59,515,0.83,28,2,9
6905,Sport,0.54,416,0.84,17,4,8
6905,Vasco,0.46,371,0.81,29,1,5
6907,Coritiba,0.35,286,0.74,25,3,5
6907,Flamengo,0.65,541,0.88,16,1,5
6906,Gremio,0.47,491,0.86,16,0,7
6906,Corinthians,0.53,571,0.88,14,0,5
6908,Palmeiras,0.65,668,0.86,11,0,6
6908,Goias,0.35,369,0.75,16,0,2
6909,Ceara,0.39,309,0.77,16,0,0
6909,Atletico-MG,0.61,475,0.82,14,2,4
6910,Bragantino,0.58,505,0.82,16,1,7
6910,Bahia,0.42,381,0.76,16,2,3
6911,Vasco,0.4,379,0.82,16,1,3
6911,Sao Paulo,0.6,559,0.86,15,1,4
6912,Fluminense,0.43,339,0.76,13,1,1
6912,Internacional,0.57,433,0.78,24,1,4
6913,Atletico-GO,0.31,237,0.68,13,0,4
6913,Sport,0.69,509,0.82,15,2,9
6914,Fortaleza,0.59,561,0.9,9,2,4
6914,Botafogo-RJ,0.41,392,0.87,8,1,7
6915,Athletico-PR,0.68,587,0.88,22,0,6
6915,Santos,0.32,290,0.77,9,0,2
6916,Gremio,0.39,390,0.8,20,3,2
6916,Flamengo,0.61,596,0.87,17,1,1
6917,Fluminense,0.48,406,0.81,14,0,4
6917,Bragantino,0.52,438,0.82,19,2,6
6918,Palmeiras,0.44,362,0.78,20,3,8
6918,Athletico-PR,0.56,459,0.8,23,0,5
6920,Atletico-GO,0.42,337,0.72,17,2,3
6920,Internacional,0.58,452,0.84,19,1,4
6919,Fortaleza,0.52,410,0.79,15,2,6
6919,Goias,0.48,379,0.82,16,3,2
6921,Coritiba,0.36,352,0.82,7,3,0
6921,Corinthians,0.64,591,0.91,15,0,10
6922,Botafogo-RJ,0.26,210,0.63,9,1,7
6922,Atletico-MG,0.74,609,0.87,10,2,16
6923,Santos,0.59,513,0.85,17,1,5
6923,Sport,0.41,354,0.76,23,1,4
6924,Ceara,0.58,484,0.86,18,1,13
6924,Vasco,0.42,375,0.81,14,2,2
6925,Bahia,0.32,304,0.68,16,1,6
6925,Sao Paulo,0.68,634,0.9,14,4,5
6926,Fluminense,0.34,326,0.73,12,2,2
6926,Athletico-PR,0.66,610,0.87,21,1,7
6927,Atletico-MG,0.67,620,0.81,21,1,5
6927,Internacional,0.33,306,0.62,20,3,2
6928,Goias,0.33,275,0.67,26,5,3
6928,Atletico-GO,0.67,541,0.82,19,2,11
6929,Botafogo-RJ,0.33,314,0.78,17,2,4
6929,Flamengo,0.67,637,0.88,15,0,5
6930,Gremio,0.54,474,0.82,17,0,4
6930,Vasco,0.46,414,0.8,23,1,6
6932,Coritiba,0.54,397,0.75,18,2,3
6932,Bragantino,0.46,319,0.82,17,1,10
6931,Palmeiras,0.48,369,0.79,21,4,5
6931,Santos,0.52,383,0.76,15,0,6
6933,Sao Paulo,0.45,425,0.84,25,0,3
6933,Sport,0.55,516,0.86,21,1,0
6934,Ceara,0.38,339,0.77,21,1,6
6934,Bahia,0.62,538,0.84,7,1,11
6935,Fortaleza,0.4,405,0.81,12,5,1
6935,Corinthians,0.6,584,0.85,14,0,5
6936,Athletico-PR,0.43,464,0.8,16,1,1
6936,Sao Paulo,0.57,605,0.87,13,3,4
6946,Botafogo-RJ,0.47,471,0.85,14,2,5
6946,Internacional,0.53,542,0.87,24,2,3
6947,Fluminense,0.46,452,0.85,19,1,2
6947,Vasco,0.54,527,0.84,16,1,4
6948,Palmeiras,0.51,456,0.82,16,4,2
6948,Bahia,0.49,429,0.82,15,1,8
6949,Fortaleza,0.59,571,0.87,22,0,3
6949,Bragantino,0.41,395,0.83,10,1,4
6950,Corinthians,0.46,388,0.8,22,1,4
6950,Sao Paulo,0.54,442,0.85,16,2,7
6952,Flamengo,0.47,399,0.8,26,1,2
6952,Santos,0.53,429,0.85,14,5,9
6951,Sport,0.41,387,0.79,19,1,2
6951,Coritiba,0.59,562,0.85,14,0,5
6953,Ceara,0.45,308,0.73,11,2,4
6953,Atletico-GO,0.55,361,0.79,16,1,4
6956,Fortaleza,0.73,620,0.85,18,2,6
6956,Ceara,0.27,231,0.7,22,4,2
6957,Atletico-GO,0.57,468,0.84,16,1,9
6957,Fluminense,0.43,368,0.78,14,0,2
6958,Goias,0.46,446,0.84,16,1,3
6958,Corinthians,0.54,511,0.87,12,0,6
6959,Botafogo-RJ,0.55,519,0.84,23,1,6
