partida_id,clube,cartao,atleta,minuto
5188,Sao Paulo,Amarelo,Hudson,52
5188,Sao Paulo,Amarelo,Lyanco,87
5188,Sao Paulo,Amarelo,Wilder Guisao,66
5189,Gremio,Amarelo,Edinho,87
5189,Gremio,Amarelo,Douglas dos Santos,68
5189,Coritiba,Amarelo,Walisson,90+6
5189,Coritiba,Amarelo,Thiago Galhardo,90+1
5189,Coritiba,Amarelo,Henrique Almeida,31
5189,Gremio,Amarelo,Lucas Ramon Batista Silva,89
5189,Gremio,Amarelo,Pedro Geromel,74
5189,Gremio,Amarelo,Frickson Erazo,35
5189,Coritiba,Amarelo,Lúcio Flávio,90+2
5189,Coritiba,Amarelo,Ruy Franco de Almeida Junior,71
5190,Avai,Amarelo,Nino Paraíba,58
5190,Internacional,Amarelo,Andrés D'Alessandro,23
5190,Avai,Amarelo,Lucas Lovat,61
5190,Internacional,Amarelo,Paulo Marcos de Jesus Ribeiro,67
5191,Joinville,Amarelo,Mario Sérgio,61
5191,Joinville,Amarelo,Fabrício de Souza,90+1
5191,Joinville,Amarelo,Marinaldo dos Santos Oliveira,37
5192,Fluminense,Amarelo,Cícero Santos,68
5192,Fluminense,Amarelo,Wellington Paulista,51
5192,Atletico-MG,Amarelo,Luan Madson Gedeão de Paiva,69
5192,Atletico-MG,Amarelo,Lucas Pratto,44
5192,Fluminense,Amarelo,Marlon,57
5192,Atletico-MG,Amarelo,Rafael de Souza Pereira,80
5192,Atletico-MG,Amarelo,Douglas Santos,58
5193,Sport,Vermelho,Samuel Xavier,24
5193,Flamengo,Amarelo,Emerson Sheik,76
5193,Flamengo,Amarelo,César Henrique Martins,65
5193,Flamengo,Amarelo,Héctor Canteros,33
5193,Sport,Amarelo,Diego Souza,29
5193,Flamengo,Amarelo,Marcos Rogério Ricci Lopes,67
5193,Flamengo,Amarelo,Kayke Moreno,56
5194,Chapecoense,Amarelo,Elicarlos,18
5194,Corinthians,Amarelo,Felipe Augusto de Almeida Monteiro,60
5194,Chapecoense,Amarelo,Hélio Hermito Zampier Neto,54
5194,Corinthians,Amarelo,Jadson,66
5194,Corinthians,Amarelo,Malcom Filipe Silva de Oliveira,29
5195,Cruzeiro,Amarelo,Giorgian De Arrascaeta,90+4
5195,Cruzeiro,Amarelo,Mário Sérgio Santos Costa,45+1
5195,Santos,Amarelo,Ricardo Oliveira,73
5195,Cruzeiro,Vermelho,Fabrício dos Santos Silva,85
5195,Cruzeiro,Amarelo,Fabrício dos Santos Silva,84
5195,Santos,Amarelo,Vanderlei Farias da Silva,88
5196,Goias,Amarelo,Renan Brito Soares,90+1
5196,Goias,Amarelo,Zé Love,67
5196,Athletico-PR,Amarelo,Otávio Henrique Santos,80
5196,Goias,Amarelo,Rodrigo Vasconcelos Oliveira,77
5198,Ponte Preta,Vermelho,Biro-Biro,90+5
5198,Ponte Preta,Amarelo,Renato de Araújo Chaves Júnior,72
5198,Cruzeiro,Amarelo,Vinícius Vasconcelos Araújo,90+5
5198,Cruzeiro,Amarelo,Ceará,90
5198,Cruzeiro,Amarelo,Allano,14
5198,Ponte Preta,Amarelo,Fernando Paixão da Silva,13
5198,Cruzeiro,Amarelo,Willian Gomes de Siqueira,90+5
5198,Cruzeiro,Amarelo,Henrique Pacheco Lima,64
5199,Internacional,Amarelo,Rafael Moura,73
5199,Vasco,Amarelo,Nenê,64
5199,Internacional,Amarelo,Nílton Ferreira Júnior,81
5199,Internacional,Amarelo,Victor Vinícius Coelho Santos,21
5197,Joinville,Amarelo,Edson Ratinho,79
5197,Joinville,Amarelo,Everton Kempes dos Santos Gonçalves,42
5197,Sao Paulo,Amarelo,Wesley Lopes Beltrame,79
5197,Sao Paulo,Amarelo,Édson José da Silva,73
5197,Joinville,Amarelo,Marcelinho Paraíba,82
5197,Joinville,Amarelo,Guti,63
5197,Sao Paulo,Amarelo,Renan Ribeiro,85
5197,Sao Paulo,Amarelo,Thiago Henrique Mendes Ribeiro,76
5197,Sao Paulo,Amarelo,Alexandre Pato,50
5201,Atletico-MG,Amarelo,Sherman Cárdenas,88
5201,Atletico-MG,Amarelo,Patric Cabral Lalau,65
5201,Atletico-MG,Amarelo,Marcos Rocha,18
5201,Athletico-PR,Amarelo,Sidcley Ferreira Pereira,62
5201,Athletico-PR,Amarelo,Wellington da Silva Pinto,28
5201,Atletico-MG,Vermelho,Marcos Rocha,45+3
5201,Atletico-MG,Amarelo,Jemerson de Jesus Nascimento,69
5201,Atletico-MG,Amarelo,Luan Madson Gedeão de Paiva,45
5201,Athletico-PR,Amarelo,Daniel Hernández,67
5201,Athletico-PR,Amarelo,Weverton Pereira da Silva,48
5200,Avai,Amarelo,Eduardo Neto,87
5200,Avai,Amarelo,Antonio Carlos Capocasali,38
5200,Flamengo,Amarelo,Samir,19
5200,Avai,Amarelo,Nino Paraíba,64
5200,Avai,Amarelo,Adriano Pagode,16
5204,Goias,Amarelo,Felipe Menezes,90+5
5204,Goias,Amarelo,Alex Alves Cardoso,9
5204,Palmeiras,Amarelo,Victor Ramos,55
5204,Goias,Amarelo,Ygor Maciel Santiago,85
5204,Palmeiras,Amarelo,Vitor Hugo Franchescoli de Souza,56
5204,Palmeiras,Amarelo,Gabriel Jesus,10
5203,Fluminense,Amarelo,José Renato da Silva Júnior,78
5203,Fluminense,Amarelo,Antônio Carlos dos Santos Aguiar,69
5203,Fluminense,Amarelo,Marcos Júnior,80
5202,Coritiba,Amarelo,João Paulo Silva,55
5202,Sport,Amarelo,Wéverton Almeida Santos,57
5202,Coritiba,Amarelo,Luccas Claro,90+1
5202,Sport,Amarelo,Renê Rodrigues Martins,87
5205,Chapecoense,Amarelo,Ananias Elói Castro Monteiro,37
5206,Figueirense,Amarelo,Leandro Silva,66
5206,Figueirense,Amarelo,Dener Gonçalves Pinheiro,27
5206,Gremio,Amarelo,Edinho,66
5206,Gremio,Amarelo,Bressan,16
5206,Figueirense,Amarelo,Thiago Heleno,72
5206,Figueirense,Amarelo,João Vitor Lima Gomes,61
5206,Gremio,Amarelo,Pedro Rocha Neves,79
5206,Gremio,Amarelo,Rafael Galhardo,45
5208,Vasco,Vermelho,Rafael Silva dos Santos,90+3
5208,Vasco,Amarelo,Lucas Santos Siqueira,48
5208,Atletico-MG,Amarelo,Sherman Cárdenas,86
5208,Vasco,Amarelo,Rafael Silva dos Santos,67
5208,Vasco,Amarelo,Jorge Henrique,46
5208,Atletico-MG,Amarelo,Jesús Dátolo,76
5209,Joinville,Vermelho,Edson Ratinho,90+8
5209,Joinville,Vermelho,Diego Jara Rodrigues,28
5209,Athletico-PR,Amarelo,Ewandro,90+4
5209,Athletico-PR,Amarelo,Weverton Pereira da Silva,88
5209,Joinville,Amarelo,Carlos Eduardo Antônio dos Santos,90
5209,Joinville,Amarelo,Diego Jara Rodrigues,7
5209,Athletico-PR,Vermelho,Marcos Guilherme,89
5209,Joinville,Vermelho,Alef Vieira Santos,89
5209,Athletico-PR,Amarelo,Guilherme Augusto Dellatorre,90+1
5209,Athletico-PR,Amarelo,Marcos Guilherme,39
5209,Joinville,Amarelo,Edson Ratinho,23
5210,Figueirense,Amarelo,Sueliton Pereira,52
5210,Figueirense,Amarelo,Alex Santana,5
5210,Figueirense,Amarelo,Bruno Alves,88
5210,Figueirense,Amarelo,Thiago Heleno,39
5211,Ponte Preta,Amarelo,Felipe Azevedo,67
5211,Chapecoense,Amarelo,Flavinho Valêncio,69
5211,Ponte Preta,Amarelo,Gilson Gomes do Nascimento,51
5212,Gremio,Amarelo,Maximiliano Rodríguez Maeso,87
5212,Gremio,Amarelo,Douglas dos Santos,32
5212,Goias,Amarelo,Felipe Macedo,29
5212,Goias,Amarelo,Guilherme Gimenez de Souza,26
5212,Goias,Vermelho,Felipe Macedo,34
5212,Gremio,Amarelo,Marcelo Oliveira Ferreira,77
5212,Goias,Amarelo,Bruno Henrique,54
5212,Goias,Amarelo,Patrick,28
5213,Palmeiras,Amarelo,Leandro Almeida,79
5213,Palmeiras,Amarelo,Róbson Michael Signorini,28
5213,Palmeiras,Amarelo,Lucas Rios Marques,16
5213,Corinthians,Amarelo,Carlos Gilberto do Nascimento Silva,61
5213,Palmeiras,Amarelo,João Paulo Gomes da Costa,86
5213,Palmeiras,Amarelo,Eduardo Pereira Rodrigues,78
5213,Palmeiras,Amarelo,Gabriel Jesus,23
5213,Corinthians,Amarelo,Cristian Baroni,88
5213,Corinthians,Amarelo,Fagner,15
5215,Flamengo,Vermelho,Éverton Cardoso da Silva,90+5
5215,Fluminense,Amarelo,Marcos Júnior,90+2
5215,Fluminense,Amarelo,Wellington do Nascimento Silva,76
5215,Fluminense,Amarelo,Douglas Augusto Soares Gomes,11
5215,Flamengo,Amarelo,Kayke Moreno,83
5215,Flamengo,Amarelo,Samir,57
5215,Flamengo,Amarelo,Héctor Canteros,22
5215,Fluminense,Amarelo,Wellington Paulista,82
5215,Fluminense,Amarelo,Osvaldo Filho,44
5215,Fluminense,Amarelo,Lucas Pierre Santos Oliveira,10
5215,Flamengo,Amarelo,Márcio Rodrigues Araújo,65
5215,Flamengo,Amarelo,Éverton Cardoso da Silva,53
5215,Flamengo,Amarelo,Wallace Reis da Silva,12
5214,Avai,Amarelo,Eduardo Neto,90
5214,Coritiba,Amarelo,Thiago Galhardo,80
5214,Coritiba,Amarelo,Guilherme Parede,28
5214,Avai,Amarelo,Néstor Camacho,63
5214,Coritiba,Amarelo,Leandro Silva,56
5214,Coritiba,Amarelo,Walisson,21
5216,Sport,Amarelo,Matheus Ferraz Pereira,46
5217,Ponte Preta,Amarelo,Gilson Gomes do Nascimento,31
5217,Vasco,Amarelo,Germán Herrera,25
5217,Ponte Preta,Vermelho,Diego Oliveira,59
5217,Ponte Preta,Amarelo,Luiz Antonio Linhares Garcia,57
5217,Ponte Preta,Amarelo,Diego Oliveira,26
5218,Atletico-MG,Amarelo,Thiago Ribeiro,90+2
5218,Avai,Amarelo,André Lima,84
5218,Avai,Amarelo,Jeci,28
5218,Atletico-MG,Amarelo,Dodô,90+3
5218,Atletico-MG,Amarelo,Leonardo Silva,73
5218,Avai,Amarelo,Éverton Silva,83
5219,Internacional,Vermelho,Nílton Ferreira Júnior,83
5219,Internacional,Amarelo,Réver,87
5219,Internacional,Amarelo,Artur,45+3
5219,Palmeiras,Amarelo,Agustín Allione,88
5219,Palmeiras,Amarelo,Leandro Almeida,35
5219,Palmeiras,Vermelho,Leandro Almeida,47
5219,Internacional,Amarelo,Paulo Marcos de Jesus Ribeiro,89
5219,Internacional,Amarelo,Eduardo Sasha,63
5219,Internacional,Amarelo,Andrés D'Alessandro,18
5219,Palmeiras,Amarelo,Vitor Hugo Franchescoli de Souza,56
5220,Figueirense,Amarelo,Clayton da Silveira da Silva,27
5220,Athletico-PR,Amarelo,Carlos Eduardo Santos Oliveira,31
5220,Figueirense,Amarelo,Marquinhos Pedroso,85
5220,Athletico-PR,Amarelo,Christián Vilches,42
5222,Santos,Amarelo,Thiago Maia,51
5222,Sao Paulo,Amarelo,Wesley Lopes Beltrame,50
5223,Gremio,Amarelo,Tiago Machowski,90+2
5223,Gremio,Amarelo,Edinho,22
5223,Gremio,Amarelo,Bressan,72
5221,Fluminense,Amarelo,Gustavo Scarpa,57
5221,Fluminense,Amarelo,Gerson Santos da Silva,45
5221,Coritiba,Amarelo,Alan Santos da Silva,47
5221,Fluminense,Amarelo,Douglas Augusto Soares Gomes,52
5221,Fluminense,Amarelo,Gum,43
5224,Goias,Amarelo,David França Oliveira e Silva,85
5224,Sport,Amarelo,Renê Rodrigues Martins,77
5224,Goias,Amarelo,Erik Nascimento de Lima,90+2
5224,Goias,Amarelo,Zé Love,85
5225,Joinville,Amarelo,Marcelinho Paraíba,74
5225,Joinville,Amarelo,Bruno Aguiar,14
5225,Chapecoense,Amarelo,Bruno César Pereira da Silva,14
5225,Joinville,Amarelo,Carlos Eduardo Antônio dos Santos,77
5225,Joinville,Amarelo,Luiz Carlos dos Santos Junior,18
5225,Chapecoense,Amarelo,Hélio Hermito Zampier Neto,39
5226,Flamengo,Amarelo,Paulinho,45+3
5226,Cruzeiro,Amarelo,Henrique Pacheco Lima,80
5226,Cruzeiro,Amarelo,Ceará,13
5226,Flamengo,Amarelo,Alan Patrick,90+3
5226,Flamengo,Amarelo,César Henrique Martins,39
5226,Cruzeiro,Amarelo,Manoel Messias Silva Carvalho,58
5227,Coritiba,Amarelo,Walisson,55
5227,Coritiba,Amarelo,Kléber,13
5227,Internacional,Amarelo,Artur,77
5227,Internacional,Amarelo,Victor Vinícius Coelho Santos,45+4
5227,Internacional,Amarelo,Rodrigo Dourado,32
5227,Coritiba,Amarelo,Wilson Rodrigues de Moura Júnior,65
5227,Coritiba,Amarelo,Ruy Franco de Almeida Junior,37
5227,Internacional,Amarelo,Valdívia,78
5227,Internacional,Amarelo,Wellington Aparecido Martins,65
5227,Internacional,Amarelo,William de Asevedo Furtado,45+3
5227,Internacional,Amarelo,Leonardo Moreira Morais,26
5228,Figueirense,Vermelho,Leandro Silva,90+4
5228,Palmeiras,Amarelo,Andrei Girotto,90+2
5228,Palmeiras,Amarelo,Vitor Hugo Franchescoli de Souza,41
5228,Figueirense,Amarelo,Saimon Pains Tormen,88
5228,Figueirense,Amarelo,Leandro Silva,27
5228,Palmeiras,Amarelo,Jackson de Souza,53
5228,Palmeiras,Amarelo,Egídio de Araújo Pereira Júnior,39
5228,Figueirense,Amarelo,Paulo Roberto da Silva,44
5228,Figueirense,Amarelo,Marcos Assis de Santana,15
5230,Joinville,Amarelo,Anselmo de Moraes,5
5229,Ponte Preta,Amarelo,Renato de Araújo Chaves Júnior,90
5229,Ponte Preta,Amarelo,Fernando Paixão da Silva,58
5229,Ponte Preta,Amarelo,Josimar,47
5229,Santos,Amarelo,David Braz,11
5229,Ponte Preta,Amarelo,Felipe Azevedo,83
5229,Ponte Preta,Amarelo,Borges,49
5229,Santos,Amarelo,Daniel Guedes,22
5231,Cruzeiro,Amarelo,Fabrício dos Santos Silva,90+4
5231,Cruzeiro,Amarelo,Eugenio Mena,42
5231,Atletico-MG,Amarelo,Josué Anunciado de Oliveira,87
5231,Atletico-MG,Amarelo,Giovanni Augusto,39
5231,Cruzeiro,Vermelho,Eugenio Mena,52
5231,Cruzeiro,Amarelo,Fábio Deivson Lopes Maciel,84
5231,Atletico-MG,Amarelo,Jemerson de Jesus Nascimento,90
5231,Atletico-MG,Amarelo,Leandro Donizete,83
5231,Atletico-MG,Amarelo,Marcos Rocha,25
5232,Gremio,Amarelo,Edinho,83
5232,Gremio,Amarelo,Rafael Thyere de Albuquerque Marques,29
5232,Sao Paulo,Amarelo,Matheus Reis,33
5232,Gremio,Amarelo,Walace,45+1
5232,Sao Paulo,Amarelo,Michel Bastos,81
5232,Sao Paulo,Amarelo,Bruno Vieira,13
5233,Chapecoense,Amarelo,Dener Assunção Braz,82
5233,Flamengo,Amarelo,Jorge Marco de Oliveira Moraes,56
5233,Chapecoense,Amarelo,Apodi,50
5234,Vasco,Amarelo,Martín Silva,21
5234,Athletico-PR,Amarelo,Ewandro,13
5234,Vasco,Amarelo,Duvier Riascos,90+2
5234,Athletico-PR,Amarelo,Nikão,50
5236,Sport,Amarelo,Durval,6
5236,Fluminense,Amarelo,Edson Felipe da Cruz,27
5236,Fluminense,Amarelo,Jean Raphael Vanderlei Moreira,55
5236,Fluminense,Amarelo,Gum,24
5236,Sport,Amarelo,Matheus Ferraz Pereira,40
5235,Avai,Amarelo,Eduardo Neto,34
5235,Goias,Amarelo,Ygor Maciel Santiago,40
5235,Avai,Amarelo,Antonio Carlos Capocasali,86
5235,Goias,Amarelo,Patrick,88
5239,Goias,Amarelo,Patrick,31
5239,Ponte Preta,Amarelo,Renato de Araújo Chaves Júnior,64
5239,Ponte Preta,Amarelo,Rodinei de Almeida,40
5239,Goias,Amarelo,Diogo Barbosa,87
5239,Ponte Preta,Amarelo,Gilson Gomes do Nascimento,78
5239,Ponte Preta,Amarelo,Josimar,52
5239,Ponte Preta,Amarelo,Luiz Antonio Linhares Garcia,26
5237,Joinville,Amarelo,Bruno Aguiar,90
5237,Joinville,Amarelo,Lucas Crispim,37
5237,Sport,Amarelo,Renê Rodrigues Martins,64
5237,Sport,Amarelo,Diego Souza,20
5237,Joinville,Amarelo,Mario Sérgio,79
5237,Joinville,Amarelo,Carlos Eduardo Antônio dos Santos,30
5237,Sport,Amarelo,Rithely,45+3
5238,Palmeiras,Amarelo,Thiago dos Santos,88
5238,Palmeiras,Amarelo,Egídio de Araújo Pereira Júnior,9
5238,Fluminense,Amarelo,Wellington do Nascimento Silva,65
5238,Palmeiras,Amarelo,Fernando Prass,60
5241,Athletico-PR,Amarelo,Otávio Henrique Santos,27
5241,Gremio,Amarelo,Tiago Machowski,41
5241,Gremio,Amarelo,Edinho,50
5240,Figueirense,Amarelo,França,81
5240,Avai,Amarelo,Luiz Otávio Santos de Araújo,88
5240,Avai,Amarelo,Renan Oliveira,61
5240,Figueirense,Amarelo,Marquinhos Pedroso,47
5240,Avai,Amarelo,Adriano Pagode,65
5240,Avai,Amarelo,Nino Paraíba,22
5242,Atletico-MG,Amarelo,Giovanni Augusto,38
5242,Santos,Amarelo,David Braz,90
5243,Internacional,Amarelo,Nílton Ferreira Júnior,74
5243,Internacional,Amarelo,Ernando Rodrigues Lopes,80
5243,Corinthians,Amarelo,Edílson Mendes Guimarães,46
5244,Vasco,Vermelho,Julio dos Santos,90+2
5244,Cruzeiro,Amarelo,Vinícius Vasconcelos Araújo,90+2
5244,Cruzeiro,Amarelo,Henrique Pacheco Lima,72
5244,Vasco,Amarelo,Sérgio Antônio Borges Júnior,45+3
5244,Vasco,Amarelo,Rodrigo Baldasso da Costa,29
5244,Cruzeiro,Amarelo,Ceará,78
5244,Cruzeiro,Amarelo,Bruno Rodrigo,29
5244,Vasco,Amarelo,Julio dos Santos,38
5245,Sao Paulo,Amarelo,Michel Bastos,82
5245,Chapecoense,Amarelo,Apodi,79
5245,Sao Paulo,Amarelo,Luís Fabiano,85
5245,Chapecoense,Amarelo,Marcos Danilo Padilha,81
5246,Flamengo,Amarelo,Marcos Rogério Ricci Lopes,8
5246,Coritiba,Amarelo,Leandro Silva,27
5246,Flamengo,Amarelo,César Henrique Martins,11
5246,Coritiba,Amarelo,Kléber,69
5246,Coritiba,Amarelo,Alan Santos da Silva,19
5248,Internacional,Amarelo,Wellington Aparecido Martins,85
5248,Figueirense,Amarelo,Yago Rocha,84
5248,Figueirense,Amarelo,Rafael Bastos,54
5248,Figueirense,Amarelo,Thiago Heleno,90+3
5248,Figueirense,Amarelo,Fabinho,69
5248,Figueirense,Amarelo,Bruno Alves,31
5247,Palmeiras,Amarelo,Thiago dos Santos,84
5247,Gremio,Amarelo,Moisés,90
5247,Gremio,Amarelo,Lucas Ramon Batista Silva,69
5247,Palmeiras,Amarelo,Arouca,75
5247,Gremio,Amarelo,Marcelo Oliveira Ferreira,88
5247,Gremio,Amarelo,Bressan,28
5249,Ponte Preta,Amarelo,Juninho,89
5249,Ponte Preta,Amarelo,Alexandro da Silva Batista,80
5249,Fluminense,Amarelo,José Renato da Silva Júnior,25
5249,Fluminense,Amarelo,Douglas Augusto Soares Gomes,2
5249,Ponte Preta,Amarelo,Fernando Paixão da Silva,85
5249,Fluminense,Amarelo,Cícero Santos,71
5249,Fluminense,Amarelo,Fred,15
5250,Joinville,Amarelo,Rogério Rodrigues da Silva,58
5251,Santos,Vermelho,Werley Ananias da Silva,45+1
5251,Corinthians,Amarelo,Felipe Augusto de Almeida Monteiro,90+2
5251,Santos,Amarelo,Lucas Rafael Araújo Lima,75
5251,Santos,Amarelo,Werley Ananias da Silva,45+1
5251,Santos,Amarelo,Ricardo Oliveira,21
5251,Santos,Vermelho,David Braz,82
5251,Corinthians,Amarelo,Elias Mendes Trindade,65
5251,Santos,Amarelo,Neto Berola,73
5251,Santos,Amarelo,Marquinhos,45+1
5253,Atletico-MG,Amarelo,Victor,8
5253,Flamengo,Amarelo,Éverton Cardoso da Silva,20
5253,Atletico-MG,Amarelo,Luan Madson Gedeão de Paiva,66
5253,Flamengo,Amarelo,Héctor Canteros,67
5252,Vasco,Amarelo,Rafael Vaz,28
5252,Sport,Amarelo,Renê Rodrigues Martins,59
5252,Vasco,Amarelo,Sérgio Antônio Borges Júnior,47
5252,Sport,Amarelo,Danilo Barcelos,75
5254,Avai,Amarelo,Anderson Lopes,63
5254,Sao Paulo,Amarelo,Carlos Andrade Souza,78
5254,Sao Paulo,Amarelo,Renan Ribeiro,51
5254,Avai,Amarelo,Emerson dos Santos da Silva,76
5254,Avai,Amarelo,Éverton Silva,56
5254,Sao Paulo,Amarelo,José Rogério de Oliveira Melo,67
5254,Sao Paulo,Amarelo,Auro,44
5256,Coritiba,Vermelho,Lúcio Flávio,85
5256,Coritiba,Amarelo,Rafhael Lucas,83
5256,Coritiba,Amarelo,Paulinho Moccelin,75
5256,Coritiba,Amarelo,Henrique Almeida,71
5256,Athletico-PR,Amarelo,Daniel Hernández,75
5256,Athletico-PR,Amarelo,Kadu,30
5256,Coritiba,Amarelo,Leandro Silva,89
5256,Coritiba,Amarelo,Juan Maldonado Jaimez Júnior,76
5256,Coritiba,Amarelo,Negueba,71
5256,Coritiba,Amarelo,João Paulo Silva,31
5256,Athletico-PR,Amarelo,Otávio Henrique Santos,67
5255,Chapecoense,Amarelo,William Barbio,90+4
5255,Cruzeiro,Amarelo,Willians Domingos Fernandes,57
5255,Cruzeiro,Vermelho,Willians Domingos Fernandes,69
5255,Chapecoense,Amarelo,Wagner Ricardo Silva da Silva,64
5257,Fluminense,Amarelo,Cícero Santos,43
5257,Fluminense,Amarelo,Gustavo Scarpa,32
5257,Goias,Amarelo,Felipe Macedo,77
5257,Fluminense,Amarelo,Lucas Pierre Santos Oliveira,88
5257,Fluminense,Amarelo,Fred,41
5257,Goias,Amarelo,Liniker da Silva Moreira,88
5257,Goias,Amarelo,Bruno Henrique,32
5258,Gremio,Amarelo,Edinho,84
5258,Avai,Amarelo,Emerson dos Santos da Silva,69
5258,Avai,Amarelo,Eduardo Neto,86
5258,Avai,Amarelo,Claudinei Junio de Souza,35
5259,Athletico-PR,Amarelo,Carlos Eduardo Santos Oliveira,81
5259,Ponte Preta,Amarelo,Diego Oliveira,89
5259,Ponte Preta,Amarelo,Fernando Paixão da Silva,54
5259,Athletico-PR,Amarelo,Hernani Azevedo Junior,67
5259,Ponte Preta,Amarelo,Biro-Biro,60
5259,Ponte Preta,Amarelo,Felipe Azevedo,42
5260,Santos,Amarelo,Paulo Ricardo Ferreira,25
5260,Internacional,Amarelo,Juan Silveira dos Santos,46
5260,Internacional,Amarelo,William de Asevedo Furtado,30
5260,Internacional,Amarelo,Adniellyson da Silva Oliveira,59
5260,Internacional,Amarelo,Wellington Aparecido Martins,33
5261,Flamengo,Amarelo,Paulo Victor Mileo Vidotti,90+3
5261,Flamengo,Amarelo,Emerson Sheik,45+5
5261,Vasco,Amarelo,Júlio César Coelho Moraes Júnior,90+6
5261,Vasco,Amarelo,Lucas Santos Siqueira,85
5261,Vasco,Amarelo,Nenê,63
5261,Flamengo,Amarelo,Jorge Marco de Oliveira Moraes,90+3
5261,Flamengo,Amarelo,Paolo Guerrero,68
5261,Flamengo,Amarelo,Márcio Rodrigues Araújo,4
5261,Vasco,Amarelo,Madson,89
5261,Vasco,Amarelo,Julio dos Santos,64
5261,Vasco,Amarelo,Luan Garcia Teixeira,10
5262,Joinville,Amarelo,Rogério Rodrigues da Silva,48
5262,Atletico-MG,Amarelo,Douglas Santos,85
5262,Joinville,Amarelo,Bruno Aguiar,17
5262,Atletico-MG,Amarelo,Jemerson de Jesus Nascimento,45+4
5263,Figueirense,Amarelo,Leandro Silva,87
5263,Figueirense,Amarelo,Rafael Bastos,35
5263,Corinthians,Amarelo,Felipe Augusto de Almeida Monteiro,43
5263,Figueirense,Amarelo,Saimon Pains Tormen,77
5263,Corinthians,Amarelo,Lucca Borges de Brito,90
5263,Corinthians,Amarelo,Vágner Love,33
5264,Sao Paulo,Amarelo,Matheus Reis,45+3
5264,Palmeiras,Amarelo,Róbson Michael Signorini,27
5264,Palmeiras,Amarelo,Thiago dos Santos,68
5265,Sport,Amarelo,Rithely,69
5265,Sport,Amarelo,Neto,87
5265,Sport,Amarelo,Danilo Barcelos,55
5266,Coritiba,Vermelho,José Carlos Ferreira Júnior,85
5266,Coritiba,Amarelo,João Paulo Silva,79
5266,Cruzeiro,Vermelho,Paulo André,42
5267,Internacional,Amarelo,William de Asevedo Furtado,76
5267,Sport,Amarelo,Samuel Xavier,69
5267,Sport,Vermelho,Diego Souza,90+1
5267,Internacional,Amarelo,Nílton Ferreira Júnior,88
5267,Sport,Amarelo,Renê Rodrigues Martins,77
5268,Atletico-MG,Amarelo,Carlos Júnior,79
5268,Coritiba,Amarelo,Wilson Rodrigues de Moura Júnior,83
5268,Atletico-MG,Amarelo,Luan Madson Gedeão de Paiva,36
5269,Sao Paulo,Amarelo,Paulo Henrique Ganso,57
5269,Athletico-PR,Amarelo,Carlos Eduardo Santos Oliveira,64
5269,Athletico-PR,Amarelo,Marcos Guilherme,86
5269,Athletico-PR,Amarelo,Hernani Azevedo Junior,29
5271,Flamengo,Amarelo,César Bernardo Dutra,66
5271,Joinville,Amarelo,Anselmo de Moraes,79
5271,Joinville,Amarelo,Everton Kempes dos Santos Gonçalves,42
5271,Flamengo,Amarelo,Jorge Marco de Oliveira Moraes,62
5271,Joinville,Amarelo,Carlos Eduardo Antônio dos Santos,56
5270,Avai,Vermelho,Romário Guilherme dos Santos,83
5270,Vasco,Vermelho,Jorge Henrique,79
5270,Avai,Amarelo,Vagner Antônio Brandalise,84
5270,Avai,Amarelo,Éverton Silva,30
5270,Vasco,Amarelo,Martín Silva,82
5270,Vasco,Amarelo,Rafael Vaz,73
5270,Vasco,Amarelo,Andrezinho,54
5270,Vasco,Vermelho,Rafael Silva dos Santos,83
5270,Avai,Amarelo,Romário Guilherme dos Santos,53
5270,Avai,Amarelo,Marquinhos Santos,28
5270,Vasco,Amarelo,Madson,78
5270,Vasco,Amarelo,Sérgio Antônio Borges Júnior,59
5270,Vasco,Amarelo,Bruno Vieira Gallo de Oliveira,3
5274,Goias,Amarelo,Bruno Henrique,22
5274,Figueirense,Amarelo,Bruno Alves,61
5274,Figueirense,Amarelo,Fabinho,45+1
5274,Figueirense,Vermelho,Carlos Alberto Gomes de Jesus,45+2
5274,Figueirense,Amarelo,Luiz Felipe Ventura dos Santos,87
5274,Figueirense,Amarelo,Thiago Heleno,45+4
5274,Figueirense,Amarelo,Juninho,18
5273,Cruzeiro,Amarelo,Henrique Pacheco Lima,81
5273,Cruzeiro,Amarelo,Willians Domingos Fernandes,34
5273,Gremio,Amarelo,Edinho,70
5273,Cruzeiro,Amarelo,Willian Gomes de Siqueira,49
5273,Gremio,Amarelo,Deyvison Rogério da Silva,88
5273,Gremio,Amarelo,Rafael Galhardo,33
5275,Ponte Preta,Vermelho,Rodinei de Almeida,88
5275,Ponte Preta,Amarelo,Luiz Antonio Linhares Garcia,75
5275,Corinthians,Amarelo,Yago Fernando da Silva,90+2
5275,Corinthians,Amarelo,Felipe Augusto de Almeida Monteiro,83
5275,Ponte Preta,Amarelo,Rodinei de Almeida,45
5275,Corinthians,Amarelo,Danilo Gabriel de Andrade,86
5275,Corinthians,Amarelo,Elias Mendes Trindade,50
5272,Santos,Amarelo,Thiago Maia,38
5272,Fluminense,Amarelo,Marlon,70
5272,Santos,Amarelo,Neto Berola,77
5272,Santos,Amarelo,Daniel Guedes,12
5272,Fluminense,Amarelo,Lucas Pierre Santos Oliveira,34
5276,Palmeiras,Amarelo,Gabriel Jesus,84
5276,Palmeiras,Amarelo,Egídio de Araújo Pereira Júnior,61
