partida_id,clube,cartao,atleta,minuto
6711,Santos,Amarelo,Diego Pituca,74
6711,Fluminense,Vermelho,Frazan,90+3
6711,Santos,Vermelho,Mário Sérgio Santos Costa,90+9
6711,Fluminense,Amarelo,Allan Rodrigues de Souza,38
6711,Santos,Amarelo,Mário Sérgio Santos Costa,90+6
6711,Santos,Amarelo,Alison Lopes Ferreira,51
6711,Fluminense,Vermelho,Rodrigo Junior Paula Silva,72
6712,Gremio,Amarelo,Michel Ferreira dos Santos,85
6712,Avai,Amarelo,Jonathan,30
6713,Athletico-PR,Amarelo,Thonny Anderson,86
6713,Athletico-PR,Amarelo,Wellington Aparecido Martins,8
6713,Athletico-PR,Amarelo,Léo Pereira,45+1
6716,Flamengo,Amarelo,Gabriel Barbosa,75
6716,Sao Paulo,Amarelo,Liziero,90+4
6716,Sao Paulo,Amarelo,Reinaldo Manoel da Silva,43
6716,Flamengo,Amarelo,Rafinha,85
6716,Flamengo,Amarelo,Éverton Ribeiro,35
6716,Sao Paulo,Amarelo,Pablo Felipe Teixeira,90+1
6716,Sao Paulo,Amarelo,Hernanes,32
6717,Corinthians,Amarelo,Cássio Ramos,90+2
6717,Corinthians,Amarelo,Mauro Boselli,45+2
6717,Vasco,Amarelo,Yago Pikachu,69
6717,Vasco,Amarelo,Bruno Gomes,58
6717,Corinthians,Amarelo,Jadson,73
6717,Vasco,Amarelo,Danilo Barcelos,90+5
6717,Vasco,Amarelo,Leandro Castán,67
6717,Vasco,Amarelo,Raul,27
6721,Chapecoense,Amarelo,Elicarlos,86
6718,Santos,Amarelo,Lucas Veríssimo,38
6718,CSA,Amarelo,Marinaldo dos Santos Oliveira,34
6718,CSA,Amarelo,Ronaldo Alves,90+4
6718,Santos,Vermelho,Lucas Veríssimo,77
6719,Internacional,Amarelo,Patrick,82
6719,Palmeiras,Amarelo,Miguel Borja,87
6719,Internacional,Amarelo,Víctor Cuesta,90+3
6719,Internacional,Amarelo,Rafael Sóbis,75
6719,Palmeiras,Amarelo,Lucas Rafael Araújo Lima,76
6720,Fluminense,Amarelo,Paulo Henrique Ganso,52
6720,Gremio,Amarelo,André Felipe Ribeiro de Souza,79
6720,Gremio,Amarelo,Paulo Miranda,5
6720,Gremio,Amarelo,Gui Azevedo,90+9
6720,Gremio,Amarelo,Luciano da Rocha Neves,55
6722,Ceara,Amarelo,Wanderson Felipe Cardoso dos Santos,60
6722,Ceara,Amarelo,Samuel Xavier,53
6723,Avai,Amarelo,Leonardo Moreira Morais,76
6723,Bahia,Amarelo,Alejandro Guerra,30
6723,Bahia,Amarelo,Gregore,77
6724,Fortaleza,Amarelo,Jackson de Souza,67
6724,Botafogo-RJ,Amarelo,Fernando Peixoto Costanza,77
6724,Fortaleza,Amarelo,André Luis,78
6724,Fortaleza,Amarelo,Felipe,4
6724,Botafogo-RJ,Amarelo,Lucas Barros,45+4
6725,Cruzeiro,Amarelo,Thiago Neves,90+4
6725,Cruzeiro,Amarelo,Henrique Pacheco Lima,88
6725,Cruzeiro,Amarelo,David Corrêa da Fonseca,90+3
6714,Atletico-MG,Amarelo,Nathan Allan de Souza,53
6714,Vasco,Amarelo,Raul,76
6714,Atletico-MG,Amarelo,Patric Cabral Lalau,66
6714,Atletico-MG,Amarelo,Juan Cazares,39
6714,Vasco,Amarelo,Andrey,5
6715,Chapecoense,Amarelo,Carlos Eduardo Santos Oliveira,83
6715,Chapecoense,Amarelo,Willian José de Souza,56
6715,Corinthians,Amarelo,Vágner Love,3
6715,Chapecoense,Amarelo,Bruno Pacheco,77
6715,Corinthians,Amarelo,Fagner,43
6726,Vasco,Amarelo,Leandro Castán,90+4
6726,Vasco,Amarelo,Andrey,62
6726,Santos,Amarelo,Luan Peres Petroni,64
6726,Santos,Vermelho,Evandro Goebel,79
6726,Vasco,Amarelo,Ricardo Graça,90+5
6726,Vasco,Amarelo,Marrony,88
6726,Santos,Amarelo,Yeferson Soteldo,82
6727,Sao Paulo,Amarelo,Robert Arboleda,46
6727,Fortaleza,Amarelo,Wellington Paulista,83
6727,Sao Paulo,Amarelo,Daniel Alves,66
6727,Sao Paulo,Amarelo,Pablo Felipe Teixeira,19
6727,Fortaleza,Amarelo,Gabriel Dias de Oliveira,82
6728,Gremio,Amarelo,Everton Sousa Soares,72
6728,Gremio,Amarelo,Maicon,25
6728,Corinthians,Amarelo,Cássio Ramos,87
6728,Gremio,Amarelo,Matheus Henrique de Souza,58
6728,Corinthians,Amarelo,Junior Sornoza,88
6729,Bahia,Amarelo,Alejandro Guerra,52
6729,Athletico-PR,Amarelo,Madson,64
6729,Bahia,Amarelo,José Fernando Viana de Santana,84
6729,Athletico-PR,Amarelo,Adriano Correia Claro,90+4
6729,Athletico-PR,Amarelo,Bruno Guimarães,45+3
6730,Cruzeiro,Amarelo,Luiz Ricardo Alves,90
6730,Cruzeiro,Amarelo,Carlos de Menezes Júnior,68
6730,Cruzeiro,Amarelo,Fabrício Bruno,20
6730,Internacional,Amarelo,Gustavo Nonato Santana,53
6730,Cruzeiro,Amarelo,Éderson,81
6730,Cruzeiro,Amarelo,Thiago Neves,64
6730,Internacional,Amarelo,Marcelo Lomba,61
6730,Internacional,Amarelo,Uendel Pereira Gonçalves,33
6731,Chapecoense,Amarelo,Elicarlos,57
6733,Palmeiras,Amarelo,Deyverson,90+7
6733,Palmeiras,Amarelo,Gustavo Gómez,10
6733,Atletico-MG,Amarelo,Franco Di Santo,62
6733,Atletico-MG,Amarelo,Luan Madson Gedeão de Paiva,43
6733,Palmeiras,Amarelo,Eduardo Pereira Rodrigues,55
6733,Atletico-MG,Amarelo,Leonardo Silva,90+5
6733,Atletico-MG,Amarelo,Cleiton Schwengber,58
6734,Botafogo-RJ,Amarelo,Diego Souza,87
6734,Botafogo-RJ,Amarelo,Gilson Gomes do Nascimento,40
6734,Botafogo-RJ,Amarelo,Joel Carli,90+5
6734,Botafogo-RJ,Amarelo,Victor Rangel,72
6734,Fluminense,Amarelo,Allan Rodrigues de Souza,87
6732,Ceara,Amarelo,William,49
6735,CSA,Amarelo,Alisson Safira,84
6735,CSA,Amarelo,Jean Cléber,47
6735,Avai,Amarelo,Jonny Mosquera,32
6735,CSA,Amarelo,Alan Henrique Costa,56
6735,Avai,Amarelo,João Paulo,90+5
6735,Avai,Amarelo,Ebert Willian Amâncio,29
6737,Botafogo-RJ,Amarelo,Diego Souza,90
6737,Botafogo-RJ,Amarelo,Rodrigo Pimpão,83
6737,Goias,Amarelo,Rafael Moura,85
6737,Botafogo-RJ,Amarelo,Marcelo da Conceição Benevenuto Malaquias,85
6737,Botafogo-RJ,Amarelo,Cícero Santos,11
6737,Goias,Amarelo,Léo Sena,41
6736,CSA,Amarelo,Ricardo Bueno,90+5
6736,Internacional,Amarelo,Nicolás Federico López,89
6736,CSA,Amarelo,Dawhan,90
6736,Internacional,Amarelo,Andrés D'Alessandro,57
6738,Fortaleza,Amarelo,Paulo Roberto Valoura Junior,59
6738,Fortaleza,Amarelo,Felipe,45+3
6738,Chapecoense,Amarelo,Everaldo Stum,57
6738,Fortaleza,Amarelo,Wellington Paulista,57
6738,Fortaleza,Amarelo,Juan Quintero Fletcher,6
6738,Chapecoense,Amarelo,Márcio Rodrigues Araújo,27
6740,Ceara,Amarelo,Andrevaldo Santos,41
6740,Ceara,Amarelo,Pedro Ken,52
6740,Ceara,Amarelo,William,24
6739,Bahia,Amarelo,Artur Victor Guimarães,90
6739,Sao Paulo,Amarelo,Danilo Neves,78
6739,Bahia,Amarelo,Lucas Fonseca,81
6741,Cruzeiro,Amarelo,Edílson Mendes Guimarães,90+5
6741,Cruzeiro,Amarelo,Róbson Michael Signorini,55
6741,Fluminense,Amarelo,Douglas Moreira,90+6
6741,Fluminense,Amarelo,Yuri Oliveira Lima,45+2
6741,Cruzeiro,Amarelo,Egídio de Araújo Pereira Júnior,80
6741,Cruzeiro,Amarelo,Fred,45+8
6741,Fluminense,Amarelo,Paulo Henrique Ganso,79
6742,Palmeiras,Amarelo,Carlos Eduardo Ferreira de Souza,70
6742,Santos,Amarelo,Carlos Andrés Sánchez,76
6742,Palmeiras,Amarelo,Felipe Melo,64
6742,Palmeiras,Vermelho,Willian Gomes de Siqueira,73
6743,Corinthians,Amarelo,Fagner,28
6743,Athletico-PR,Amarelo,Rony,45+3
6743,Corinthians,Amarelo,Danilo Avelar,17
6743,Athletico-PR,Amarelo,Thonny Anderson,34
6744,Avai,Amarelo,Jonny Mosquera,67
6744,Vasco,Amarelo,Talles Magno,42
6745,Atletico-MG,Amarelo,Fábio Santos,90+3
6745,Atletico-MG,Amarelo,Iago Maidana,22
6745,Atletico-MG,Amarelo,Leonardo Silva,82
6746,Goias,Amarelo,Thalles,29
6746,CSA,Amarelo,Jarro Pedroso,80
6746,Goias,Amarelo,Fábio Sanches,83
6746,CSA,Amarelo,Carlos Andrade Souza,90
6746,CSA,Amarelo,Bruno Alves de Souza,19
6747,Bahia,Amarelo,João Pedro Maturano dos Santos,19
6748,Palmeiras,Amarelo,Luan Garcia Teixeira,37
6748,Botafogo-RJ,Amarelo,Fernando Peixoto Costanza,10
6748,Palmeiras,Amarelo,Thiago dos Santos,73
6748,Botafogo-RJ,Amarelo,Joel Carli,41
6750,Athletico-PR,Amarelo,Thiago Heleno,76
6750,Flamengo,Amarelo,Victor Vinícius Coelho Santos,90
6750,Flamengo,Amarelo,Thuler,55
6750,Athletico-PR,Amarelo,Léo Cittadini,66
6750,Flamengo,Amarelo,Bruno Henrique,59
6750,Flamengo,Amarelo,Éverton Ribeiro,32
6749,Internacional,Amarelo,Víctor Cuesta,48
6749,Santos,Amarelo,Jean Mota Oliveira de Souza,81
6749,Internacional,Amarelo,Andrés D'Alessandro,72
6749,Santos,Amarelo,Fernando Uribe,86
6749,Santos,Amarelo,Mário Sérgio Santos Costa,45+1
6752,Vasco,Amarelo,Fellipe Bastos,90+5
6752,Fortaleza,Amarelo,Gabriel Dias de Oliveira,75
6752,Fortaleza,Amarelo,Adalberto dos Santos Rodrigues,66
6752,Fortaleza,Vermelho,Gabriel Dias de Oliveira,78
6752,Vasco,Amarelo,Oswaldo José Henríquez Bocanegra,73
6752,Fortaleza,Amarelo,Wellington Paulista,73
6752,Fortaleza,Amarelo,Osvaldo Filho,58
6751,Avai,Amarelo,Wesley Soares Xavier,90+3
6751,Ceara,Amarelo,Fabinho,29
6751,Avai,Amarelo,João Paulo,90+5
6751,Avai,Amarelo,Matheus Barbosa Teixeira,34
6753,Corinthians,Amarelo,Gustavo,82
6754,Atletico-MG,Amarelo,Luan Madson Gedeão de Paiva,65
6754,Atletico-MG,Amarelo,Juan Cazares,45+5
6754,Atletico-MG,Amarelo,Nathan Allan de Souza,89
6754,Atletico-MG,Amarelo,Geuvânio,62
6754,Gremio,Amarelo,André Felipe Ribeiro de Souza,63
6754,Atletico-MG,Vermelho,Juan Cazares,68
6755,Chapecoense,Amarelo,Rafael Pereira dos Santos,42
6755,Cruzeiro,Amarelo,Pedro Rocha Neves,71
6756,CSA,Amarelo,Dawhan,80
6756,CSA,Amarelo,Luciano Castán,11
6756,Atletico-MG,Amarelo,Igor Rabello,57
6756,Atletico-MG,Vermelho,Vinícius,80
6756,CSA,Amarelo,Marinaldo dos Santos Oliveira,39
6756,Atletico-MG,Amarelo,Vinícius,78
6756,Atletico-MG,Amarelo,Fábio Santos,32
6757,Gremio,Amarelo,Léo Moura,89
6757,Gremio,Amarelo,Matheus Henrique de Souza,15
6757,Bahia,Amarelo,Alejandro Guerra,25
6757,Gremio,Amarelo,Walter Kannemann,20
6757,Bahia,Amarelo,Gregore,65
6758,Flamengo,Amarelo,Reinier,90
6758,Flamengo,Amarelo,João Lucas de Almeida Carvalho,29
6758,Fortaleza,Amarelo,Nenê Bonilha,67
6758,Flamengo,Amarelo,Gabriel Barbosa,64
6759,Cruzeiro,Amarelo,Fred,53
6759,Sao Paulo,Amarelo,Reinaldo Manoel da Silva,53
6759,Cruzeiro,Amarelo,David Corrêa da Fonseca,67
6759,Sao Paulo,Amarelo,Daniel Alves,90+4
6760,Chapecoense,Amarelo,Tiepo,90+7
6760,Chapecoense,Amarelo,Bruno Pacheco,55
6760,Palmeiras,Amarelo,Gustavo Gómez,45+3
6760,Chapecoense,Amarelo,Elicarlos,70
6760,Chapecoense,Vermelho,Gum,68
6762,Vasco,Amarelo,Leandro Castán,79
6761,Goias,Amarelo,Leandro Barcia Montero,59
6761,Corinthians,Amarelo,Carlos Gilberto do Nascimento Silva,76
6761,Corinthians,Amarelo,Bruno Méndez,36
6761,Goias,Vermelho,Rafael Moura,90+5
6761,Goias,Amarelo,Rafael Moura,82
6761,Goias,Amarelo,Fábio Sanches,14
6761,Corinthians,Amarelo,Cássio Ramos,58
6761,Corinthians,Amarelo,Junior Sornoza,20
6761,Goias,Vermelho,Michael Richard Delgado de Oliveira,84
6765,Athletico-PR,Amarelo,Márcio Azevedo,78
6764,Santos,Amarelo,Carlos Andrés Sánchez,45+3
6764,Ceara,Amarelo,Samuel Xavier,90+4
6764,Ceara,Amarelo,Thiago Galhardo,59
6764,Santos,Amarelo,Gustavo Henrique Vernes,82
6764,Santos,Amarelo,Jobson Souza Santos,20
6764,Ceara,Amarelo,Fabinho,59
6764,Ceara,Amarelo,William,51
6763,Internacional,Amarelo,Roberto,45+3
6763,Internacional,Amarelo,Bruno Fuchs,27
6763,Avai,Vermelho,Wesley Soares Xavier,4
6763,Avai,Amarelo,Richard Franco,42
6763,Internacional,Amarelo,José Carlos Cracco Neto,40
6766,Fortaleza,Amarelo,Gabriel Dias de Oliveira,84
6766,Fortaleza,Amarelo,Carlos Emiliano Pereira,32
6766,Gremio,Amarelo,André Felipe Ribeiro de Souza,29
6766,Fortaleza,Amarelo,Kieza,90+3
6766,Fortaleza,Amarelo,Marlon,82
6766,Gremio,Amarelo,Rafael Galhardo,90+4
6766,Gremio,Vermelho,Rafael Galhardo,90+4
6767,Corinthians,Amarelo,Fagner,76
6767,Cruzeiro,Amarelo,Éderson,21
6767,Corinthians,Amarelo,Vágner Love,90+2
6767,Corinthians,Amarelo,Bruno Méndez,37
6768,Internacional,Amarelo,Bruno César Pereira da Silva,50
6768,Vasco,Amarelo,Fredy Guarín,78
6768,Internacional,Amarelo,Patrick,90+1
6768,Internacional,Amarelo,Andrés D'Alessandro,45+4
6769,Sao Paulo,Amarelo,Luan Vinícius da Silva Santos,70
6769,Sao Paulo,Amarelo,Bruno Alves,45+1
6769,Avai,Vermelho,Brenner Marlos Varanda de Oliveira,23
6769,Sao Paulo,Amarelo,Antony Matheus dos Santos,75
6769,Sao Paulo,Amarelo,Daniel Alves,49
6769,Avai,Amarelo,Richard Franco,90+4
6770,Atletico-MG,Amarelo,Rómulo Otero,72
6770,Atletico-MG,Amarelo,Elias Mendes Trindade,32
6770,Santos,Amarelo,Derlis González,37
6770,Santos,Amarelo,Yeferson Soteldo,27
6770,Atletico-MG,Amarelo,Luan Madson Gedeão de Paiva,39
6770,Santos,Amarelo,Luan Peres Petroni,90+1
6770,Santos,Amarelo,Lucas Veríssimo,32
6771,Flamengo,Amarelo,Pablo Marí Villar,45+1
6771,Fluminense,Amarelo,Lucas Vinicius Gonçalves Silva,80
6771,Fluminense,Amarelo,Frazan,53
6771,Fluminense,Amarelo,Paulo Henrique Ganso,36
6771,Flamengo,Amarelo,Gabriel Barbosa,90+5
6771,Flamengo,Amarelo,Robert Piris da Motta,23
6771,Fluminense,Amarelo,Yuri Oliveira Lima,77
6771,Fluminense,Amarelo,Caio Henrique,43
6772,Chapecoense,Amarelo,Rafael Pereira dos Santos,33
6772,Goias,Amarelo,Rafael Diniz Alves e Silva,67
6772,Goias,Amarelo,Geovane,50
6772,Chapecoense,Amarelo,Douglas Silva Bacelar,66
6772,Goias,Amarelo,Vinícius Lopes,67
6772,Goias,Amarelo,Kevin Peterson dos Santos Silva,54
6772,Goias,Amarelo,Jefferson,11
6773,Athletico-PR,Amarelo,Thiago Heleno,69
6773,Palmeiras,Amarelo,Gustavo Gómez,30
6773,Palmeiras,Amarelo,Bruno Henrique Corsini,71
6774,Bahia,Amarelo,Alejandro Guerra,32
6774,Ceara,Amarelo,Cristovam,34
6774,Bahia,Amarelo,José Élber Pimentel da Silva,40
6774,Ceara,Amarelo,Felipe de Oliveira Silva,54
6774,Ceara,Amarelo,Bérgson Gustavo Silveira da Silva,17
6775,Botafogo-RJ,Amarelo,Rickson,90
6775,CSA,Amarelo,Carlos Andrade Souza,90+3
6775,Botafogo-RJ,Amarelo,Cícero Santos,30
6775,CSA,Amarelo,João Vitor Lima Gomes,35
6775,CSA,Vermelho,João Vitor Lima Gomes,79
6780,Cruzeiro,Amarelo,Carlos de Menezes Júnior,39
6780,Fortaleza,Amarelo,Felipe,33
6780,Cruzeiro,Amarelo,Róbson Michael Signorini,47
6780,Cruzeiro,Amarelo,Jadson,35
6776,Corinthians,Amarelo,Carlos Gilberto do Nascimento Silva,90+4
6776,Corinthians,Amarelo,Mauro Boselli,76
6776,Corinthians,Amarelo,Danilo Avelar,90+1
6776,Santos,Amarelo,Jobson Souza Santos,77
6777,Ceara,Amarelo,Auremir Evangelista dos Santos,90+1
6777,Ceara,Amarelo,William,45+2
6777,Vasco,Amarelo,Richard Candido Coelho,48
6777,Ceara,Amarelo,Leandro Carvalho,88
6777,Vasco,Amarelo,Rossicley Pereira da Silva,69
6777,Vasco,Amarelo,Bruno Gomes,26
6778,Bahia,Amarelo,Gilberto Oliveira Souza Junior,66
6778,Internacional,Amarelo,Edenílson Andrade dos Santos,90+3
6778,Internacional,Amarelo,Neilton Mestzk,36
6778,Internacional,Amarelo,Heitor Rodrigues da Fonseca,90+3
6778,Internacional,Amarelo,Bruno Fuchs,37
6778,Internacional,Amarelo,Rodrigo Lindoso,29
6779,Fluminense,Amarelo,Allan Rodrigues de Souza,59
6779,Chapecoense,Amarelo,Carlos Eduardo Santos Oliveira,75
6779,Chapecoense,Amarelo,Maurício Ramos,21
6779,Chapecoense,Amarelo,Henrique Almeida,84
6779,Chapecoense,Amarelo,Everaldo Stum,45+3
6781,Goias,Amarelo,Breno,53
6781,Athletico-PR,Amarelo,Khellven Douglas Silva Oliveira,16
6782,Gremio,Amarelo,Pedro Geromel,37
6782,Botafogo-RJ,Amarelo,Yuri Antonio Costa da Silva,36
6782,Gremio,Amarelo,Walter Kannemann,90+1
6782,Gremio,Amarelo,Matheus Henrique de Souza,6
6782,Botafogo-RJ,Amarelo,Cícero Santos,7
6784,Avai,Amarelo,Ricardo Thalheimer,85
6784,Avai,Amarelo,Ebert Willian Amâncio,40
6784,Palmeiras,Amarelo,Felipe Melo,49
6784,Avai,Amarelo,Jonathan,49
6784,Palmeiras,Amarelo,Weverton Pereira da Silva,78
6785,CSA,Amarelo,Apodi,90+2
6785,Flamengo,Amarelo,Gerson Santos da Silva,67
6785,CSA,Amarelo,João Carlos Heidemann,56
6788,Atletico-MG,Amarelo,Juan Cazares,84
6788,Chapecoense,Amarelo,Dalberto,62
6788,Chapecoense,Amarelo,Roberto Heuchayer,32
6788,Atletico-MG,Amarelo,Rómulo Otero,88
6788,Atletico-MG,Amarelo,Igor Rabello,68
6788,Chapecoense,Amarelo,Henrique Almeida,37
6787,Avai,Amarelo,Bruno Sávio,90
6787,Avai,Amarelo,Júlio César Godinho Catole,81
6787,Fortaleza,Amarelo,Paulo Marcos de Jesus Ribeiro,25
6787,Avai,Vermelho,Eduardo Kunde,88
6787,Avai,Amarelo,Jonathan,83
6787,Avai,Amarelo,Leonardo Moreira Morais,40
6790,Vasco,Amarelo,Marrony,11
6790,Gremio,Amarelo,Michel Ferreira dos Santos,27
6790,Vasco,Amarelo,Leandro Castán,67
6790,Gremio,Amarelo,Bruno Cortês,70
6789,Fluminense,Amarelo,Yuri Oliveira Lima,21
6789,Ceara,Amarelo,Fabinho,86
6791,CSA,Amarelo,Jonatan Gómez,89
6791,CSA,Amarelo,Luciano Castán,78
6791,CSA,Amarelo,Euller,33
6791,Corinthians,Amarelo,Fagner,27
6791,CSA,Amarelo,Ricardo Bueno,81
6791,CSA,Amarelo,Dawhan,66
6791,Corinthians,Amarelo,Danilo Avelar,51
6791,CSA,Amarelo,Jean Cléber,90+5
6792,Santos,Amarelo,Jean Mota Oliveira de Souza,82
6792,Santos,Amarelo,Mário Sérgio Santos Costa,32
6792,Bahia,Amarelo,Ronaldo da Silva Souza,66
6792,Bahia,Amarelo,Gregore,30
6792,Santos,Amarelo,Lucas Veríssimo,86
6792,Santos,Amarelo,Alison Lopes Ferreira,45+1
6792,Santos,Amarelo,Marcos Rogério Ricci Lopes,27
6792,Bahia,Amarelo,João Pedro Maturano dos Santos,46
6793,Goias,Amarelo,Rafael Elias,89
6793,Goias,Amarelo,Gilberto dos Santos Souza Júnior,59
6793,Flamengo,Amarelo,Gabriel Barbosa,90+4
6793,Flamengo,Amarelo,César Bernardo Dutra,81
6793,Goias,Amarelo,Leandro Barcia Montero,90+4
6793,Goias,Amarelo,Jefferson,73
6793,Goias,Amarelo,Rafael Moura,34
6793,Flamengo,Amarelo,Bruno Henrique,90+1
6793,Flamengo,Vermelho,César Bernardo Dutra,88
6794,Internacional,Amarelo,Heitor Rodrigues da Fonseca,88
6794,Athletico-PR,Amarelo,Márcio Azevedo,81
6794,Internacional,Amarelo,Víctor Cuesta,90+4
6794,Internacional,Amarelo,Andrés D'Alessandro,31
6794,Athletico-PR,Amarelo,Wellington Aparecido Martins,31
6795,Botafogo-RJ,Amarelo,Luiz Fernando Moraes dos Santos,27
6795,Cruzeiro,Amarelo,José Rodolfo Pires Ribeiro,90+2
6795,Cruzeiro,Amarelo,Fabrício Bruno,90+2
6795,Cruzeiro,Amarelo,Thiago Neves,85
6796,Fortaleza,Amarelo,Wellington Paulista,88
6796,Fortaleza,Amarelo,Jackson de Souza,59
6796,Atletico-MG,Amarelo,Réver,66
6796,Atletico-MG,Vermelho,Geuvânio,46
6796,Fortaleza,Amarelo,Felipe,73
6796,Atletico-MG,Amarelo,Franco Di Santo,74
6796,Atletico-MG,Amarelo,Geuvânio,36
6798,Palmeiras,Amarelo,Vitor Hugo Franchescoli de Souza,11
6798,Ceara,Amarelo,Cristovam,44
6798,Palmeiras,Amarelo,Weverton Pereira da Silva,89
6798,Ceara,Amarelo,Eduardo Brock,73
6797,Fluminense,Amarelo,Yony González,70
6797,Vasco,Amarelo,Richard Candido Coelho,86
6797,Vasco,Amarelo,Bruno Gomes,21
6797,Fluminense,Amarelo,Nino,31
6797,Vasco,Amarelo,Marrony,33
6799,Chapecoense,Amarelo,Márcio Rodrigues Araújo,58
6799,Sao Paulo,Amarelo,Tiago Luis Volpi,67
6799,Chapecoense,Amarelo,José Renato da Silva Júnior,85
6799,Sao Paulo,Amarelo,Igor Gomes,69
6801,Athletico-PR,Amarelo,Thiago Heleno,69
6801,Athletico-PR,Amarelo,Bruno Guimarães,21
6801,CSA,Amarelo,Warley,90+4
6801,CSA,Amarelo,Dawhan,25
6801,Athletico-PR,Amarelo,Marco Ruben,69
6801,CSA,Amarelo,Luciano Castán,90+5
6801,CSA,Amarelo,Ricardo Bueno,90+3
6800,Corinthians,Amarelo,Régis,45
6802,Gremio,Amarelo,Maicon,27
6802,Internacional,Amarelo,Edenílson Andrade dos Santos,29
6802,Gremio,Amarelo,Bruno Cortês,80
6802,Internacional,Amarelo,Patrick,86
6802,Internacional,Vermelho,Marcelo Lomba,51
6803,Santos,Amarelo,Mário Sérgio Santos Costa,85
6804,Cruzeiro,Amarelo,Henrique Pacheco Lima,82
6804,Cruzeiro,Amarelo,Luis Manuel Orejuela,45+4
6804,Cruzeiro,Vermelho,Luis Manuel Orejuela,64
6804,Cruzeiro,Amarelo,Fred,73
6805,Avai,Amarelo,Vladimir Orlando Cardoso de Araújo Filho,88
6805,Avai,Amarelo,Geirton Marques Aires,62
6805,Goias,Amarelo,Fábio Sanches,58
6805,Avai,Amarelo,Pedro Castro,73
6809,Athletico-PR,Amarelo,Wellington Aparecido Martins,62
6809,Cruzeiro,Amarelo,Luiz Ricardo Alves,45+3
6809,Athletico-PR,Amarelo,Marco Ruben,90+3
6809,Athletico-PR,Amarelo,Léo Pereira,25
6809,Cruzeiro,Vermelho,Luiz Ricardo Alves,59
6806,Corinthians,Amarelo,Júnior Urso,49
6806,Fortaleza,Amarelo,Felipe Alves,63
6806,Corinthians,Amarelo,Gabriel Girotto Franco,78
6806,Fortaleza,Amarelo,Felipe,65
6806,Fortaleza,Amarelo,Marlon,62
6807,Goias,Amarelo,Leandro Barcia Montero,84
6807,Goias,Amarelo,Rafael Moura,23
6808,Avai,Amarelo,Geirton Marques Aires,90+3
6808,Avai,Amarelo,Richard Franco,73
6808,Avai,Amarelo,Luanderson Johnala Marques da Silva,37
6808,Santos,Amarelo,Gustavo Henrique Vernes,45+1
6808,Santos,Vermelho,Gustavo Henrique Vernes,62
6808,Avai,Amarelo,Igor Fernandes da Silva Araújo,82
6808,Avai,Amarelo,Leonardo Moreira Morais,52
6808,Santos,Amarelo,Luiz Felipe,75
6808,Avai,Vermelho,Leonardo Moreira Morais,85
6810,Vasco,Amarelo,Danilo Barcelos,81
6810,Vasco,Vermelho,Leandro Castán,85
6810,Vasco,Amarelo,Marrony,45+1
6810,Vasco,Amarelo,Rossicley Pereira da Silva,22
6810,Palmeiras,Amarelo,Lucas Rafael Araújo Lima,63
6810,Palmeiras,Amarelo,Matheus Fernandes,45+3
6810,Vasco,Amarelo,Leandro Castán,85
6810,Vasco,Amarelo,Bruno César,48
6810,Vasco,Amarelo,Fellipe Bastos,34
6810,Vasco,Amarelo,Oswaldo José Henríquez Bocanegra,22
6810,Palmeiras,Amarelo,José Rafael Vivian,55
6810,Palmeiras,Amarelo,Deyverson,39
6811,Bahia,Amarelo,Arthur Caike do Nascimento Cruz,87
6811,Chapecoense,Amarelo,Roberto Heuchayer,81
6811,Chapecoense,Amarelo,José Renato da Silva Júnior,90
6811,Chapecoense,Amarelo,Douglas Silva Bacelar,9
6812,Ceara,Amarelo,Pedro Ken,85
6812,Internacional,Amarelo,Patrick,60
6812,Ceara,Amarelo,Bérgson Gustavo Silveira da Silva,45+1
6812,Internacional,Amarelo,Andrés D'Alessandro,45+1
6813,Sao Paulo,Amarelo,Alexandre Pato,85
6813,Fluminense,Amarelo,Nenê,90+1
6813,Sao Paulo,Amarelo,Daniel Alves,62
6814,Botafogo-RJ,Amarelo,Gabriel Costa França,45+7
6814,Botafogo-RJ,Amarelo,Fernando Peixoto Costanza,23
6814,Flamengo,Amarelo,Pablo Marí Villar,74
6814,Botafogo-RJ,Vermelho,Luiz Fernando Moraes dos Santos,55
6814,Botafogo-RJ,Amarelo,Jean Carlos de Souza Irmer,88
6814,Botafogo-RJ,Amarelo,Joel Carli,30
6814,Botafogo-RJ,Amarelo,Luiz Fernando Moraes dos Santos,8
6814,Flamengo,Amarelo,Rafinha,14
6815,Gremio,Amarelo,Bruno Cortês,90+1
6815,Gremio,Amarelo,Walter Kannemann,62
6815,CSA,Amarelo,Alan Henrique Costa,44
6815,Gremio,Amarelo,Maicon,78
6815,CSA,Amarelo,Bruno Alves de Souza,68
6816,Goias,Amarelo,Alan Ruschel,56
6816,Goias,Amarelo,Rafael Vaz,43
6816,Santos,Amarelo,Alison Lopes Ferreira,65
6816,Goias,Amarelo,Gilberto dos Santos Souza Júnior,90+5
6816,Goias,Amarelo,Michael Richard Delgado de Oliveira,45+1
6816,Santos,Amarelo,Jorge Marco de Oliveira Moraes,66
6817,Palmeiras,Amarelo,Marcos Rocha,66
6817,Palmeiras,Amarelo,Thiago dos Santos,81
6817,Corinthians,Amarelo,Gabriel Girotto Franco,77
6820,Sao Paulo,Amarelo,Reinaldo Manoel da Silva,55
