partida_id,clube,posse_de_bola,passes,faltas,impedimentos,escanteios
6722,Atletico-MG,0.62,515,13,0,5
6723,Avai,0.56,481,16,4,7
6723,Bahia,0.44,393,16,1,5
6724,Fortaleza,0.45,410,15,1,5
6724,Botafogo-RJ,0.55,502,12,1,1
6725,Goias,0.33,252,20,0,0
6725,Cruzeiro,0.67,505,19,2,9
6714,Vasco,0.45,338,22,2,7
6714,Atletico-MG,0.55,404,18,1,5
6715,Corinthians,0.45,336,15,2,7
6715,Chapecoense,0.55,397,19,1,9
6726,Santos,0.58,423,17,1,2
6726,Vasco,0.42,285,15,1,8
6727,Fortaleza,0.38,300,14,0,3
6727,Sao Paulo,0.62,478,15,0,9
6728,Gremio,0.65,609,12,3,10
6728,Corinthians,0.35,338,12,0,5
6729,Bahia,0.46,413,9,1,4
6729,Athletico-PR,0.54,491,14,1,4
6730,Cruzeiro,0.53,470,18,0,3
6730,Internacional,0.47,440,14,1,3
6731,Chapecoense,0.36,298,16,3,1
6731,Flamengo,0.64,520,20,2,8
6733,Atletico-MG,0.33,254,20,1,2
6733,Palmeiras,0.67,506,12,2,17
6734,Botafogo-RJ,0.46,410,20,3,5
6734,Fluminense,0.54,481,20,3,2
6732,Ceara,0.58,411,7,2,15
6732,Goias,0.42,314,12,1,9
6735,Avai,0.71,593,11,1,8
6735,CSA,0.29,242,10,1,4
6737,Goias,0.57,446,18,1,5
6737,Botafogo-RJ,0.43,348,29,2,5
6736,CSA,0.3,259,16,0,3
6736,Internacional,0.7,593,9,4,11
6738,Chapecoense,0.47,397,17,1,6
6738,Fortaleza,0.53,446,18,4,2
6740,Ceara,0.31,293,19,1,4
6740,Gremio,0.69,641,11,1,4
6739,Sao Paulo,0.6,565,15,2,5
6739,Bahia,0.4,378,10,3,3
6741,Cruzeiro,0.51,459,17,3,2
6741,Fluminense,0.49,460,18,0,5
6742,Palmeiras,0.43,364,13,0,3
6742,Santos,0.57,474,16,3,2
6743,Corinthians,0.5,0,0,0,0
6743,Athletico-PR,0.5,0,0,0,0
6744,Vasco,0.44,419,11,1,6
6744,Avai,0.56,505,18,0,7
6745,Atletico-MG,0.33,318,9,1,2
6745,Flamengo,0.67,630,10,0,9
6746,CSA,0.51,376,21,1,2
6746,Goias,0.49,365,17,2,4
6747,Bahia,0.51,447,15,0,7
6747,Fluminense,0.49,434,11,1,4
6748,Botafogo-RJ,0.51,422,13,0,2
6748,Palmeiras,0.49,413,22,2,7
6750,Flamengo,0.5,0,0,0,0
6750,Athletico-PR,0.5,0,0,0,0
6749,Santos,0.54,492,18,2,3
6749,Internacional,0.46,420,16,8,9
6752,Fortaleza,0.41,301,19,1,3
6752,Vasco,0.59,406,14,1,10
6751,Avai,0.43,368,16,3,0
6751,Ceara,0.57,449,16,2,11
6753,Corinthians,0.45,467,10,0,1
6753,Sao Paulo,0.55,568,9,2,2
6754,Gremio,0.57,526,8,2,4
6754,Atletico-MG,0.43,394,17,0,4
6755,Cruzeiro,0.39,331,13,0,7
6755,Chapecoense,0.61,484,12,0,9
6756,CSA,0.42,358,18,2,1
6756,Atletico-MG,0.58,498,13,0,7
6757,Gremio,0.63,554,13,1,10
6757,Bahia,0.37,337,15,0,6
6758,Flamengo,0.7,462,16,2,12
6758,Fortaleza,0.3,203,8,2,4
6759,Sao Paulo,0.6,558,16,1,2
6759,Cruzeiro,0.4,363,18,3,4
6760,Chapecoense,0.28,222,14,0,4
6760,Palmeiras,0.72,547,15,5,12
6762,Vasco,0.36,275,15,1,3
6762,Botafogo-RJ,0.64,485,11,2,7
6761,Corinthians,0.56,411,16,0,5
6761,Goias,0.44,305,10,2,5
6765,Fluminense,0.5,0,0,0,0
6765,Athletico-PR,0.5,0,0,0,0
6764,Ceara,0.32,228,11,2,7
6764,Santos,0.68,493,15,3,5
6763,Internacional,0.71,675,16,2,8
6763,Avai,0.29,273,7,0,6
6766,Fortaleza,0.4,341,13,1,1
6766,Gremio,0.6,504,17,0,8
6767,Cruzeiro,0.45,394,18,0,4
6767,Corinthians,0.55,463,15,0,4
6768,Internacional,0.71,605,14,2,12
6768,Vasco,0.29,250,12,0,3
6769,Avai,0.22,206,11,1,0
6769,Sao Paulo,0.78,682,23,2,12
6770,Santos,0.7,504,14,1,7
6770,Atletico-MG,0.3,224,24,1,3
6771,Fluminense,0.53,408,13,1,7
6771,Flamengo,0.47,364,23,0,10
6772,Goias,0.51,314,14,2,9
6772,Chapecoense,0.49,311,23,1,6
6773,Athletico-PR,0.53,432,23,0,2
6773,Palmeiras,0.47,407,11,4,1
6774,Bahia,0.48,384,14,4,6
6774,Ceara,0.52,405,11,1,17
6775,Botafogo-RJ,0.43,389,18,2,4
6775,CSA,0.57,511,16,2,3
6780,Fortaleza,0.5,0,0,0,0
6780,Cruzeiro,0.5,0,0,0,0
6776,Corinthians,0.36,285,20,0,4
6776,Santos,0.64,502,12,5,3
6777,Ceara,0.64,544,11,3,11
6777,Vasco,0.36,321,14,0,3
6778,Internacional,0.44,388,11,2,4
6778,Bahia,0.56,470,16,1,6
6779,Fluminense,0.68,563,11,0,5
6779,Chapecoense,0.32,258,14,0,5
6781,Goias,0.5,0,0,0,0
6781,Athletico-PR,0.5,0,0,0,0
6782,Botafogo-RJ,0.47,441,9,0,7
6782,Gremio,0.53,497,13,1,5
6783,Atletico-MG,0.39,353,11,4,6
6783,Sao Paulo,0.61,543,9,3,6
6784,Palmeiras,0.63,463,17,2,5
6784,Avai,0.37,266,18,0,6
6785,CSA,0.36,351,13,5,2
6785,Flamengo,0.64,605,20,1,6
6786,Sao Paulo,0.69,581,14,0,3
6786,Palmeiras,0.31,267,12,1,6
6788,Chapecoense,0.29,207,10,0,2
6788,Atletico-MG,0.71,475,15,2,18
6787,Avai,0.51,431,20,0,3
6787,Fortaleza,0.49,448,10,0,4
6790,Gremio,0.57,496,13,0,4
6790,Vasco,0.43,363,9,0,10
6789,Fluminense,0.72,686,8,2,10
6789,Ceara,0.28,275,12,1,4
6791,Corinthians,0.56,469,10,2,3
6791,CSA,0.44,371,17,1,5
6792,Santos,0.62,450,17,3,4
6792,Bahia,0.38,290,26,1,0
6793,Flamengo,0.63,386,15,0,9
6793,Goias,0.37,227,18,4,3
6794,Internacional,0.55,484,14,1,3
6794,Athletico-PR,0.45,405,22,0,5
6795,Cruzeiro,0.43,328,15,1,4
6795,Botafogo-RJ,0.57,406,15,1,12
6796,Fortaleza,0.59,433,18,1,7
6796,Atletico-MG,0.41,290,19,2,7
6798,Ceara,0.44,395,19,2,5
6798,Palmeiras,0.56,493,14,2,7
6797,Fluminense,0.67,610,7,2,8
6797,Vasco,0.33,308,12,1,3
6799,Sao Paulo,0.62,528,11,2,2
6799,Chapecoense,0.38,313,19,0,6
6801,CSA,0.5,0,0,0,0
6801,Athletico-PR,0.5,0,0,0,0
6800,Corinthians,0.31,293,10,2,2
6800,Flamengo,0.69,636,12,1,8
6802,Gremio,0.59,518,16,1,5
6802,Internacional,0.41,359,16,0,3
6803,Botafogo-RJ,0.37,278,8,0,8
6803,Santos,0.63,480,16,1,9
6804,Bahia,0.36,270,11,3,5
6804,Cruzeiro,0.64,489,16,4,3
6805,Goias,0.48,354,19,0,4
6805,Avai,0.52,401,19,0,3
6809,Athletico-PR,0.5,0,0,0,0
6809,Cruzeiro,0.5,0,0,0,0
6806,Fortaleza,0.41,388,9,1,6
6806,Corinthians,0.59,559,18,1,2
6807,Atletico-MG,0.53,380,15,4,10
6807,Goias,0.47,350,16,1,8
6808,Santos,0.53,412,11,2,6
6808,Avai,0.47,359,19,0,8
6810,Palmeiras,0.55,374,27,1,6
6810,Vasco,0.45,309,17,1,3
6811,Chapecoense,0.33,247,16,1,4
6811,Bahia,0.67,483,20,3,6
6812,Internacional,0.6,593,11,1,4
6812,Ceara,0.4,413,8,3,6
6813,Sao Paulo,0.57,612,6,0,2
6813,Fluminense,0.43,475,16,1,2
6814,Flamengo,0.71,497,14,0,10
6814,Botafogo-RJ,0.29,207,16,0,1
6815,Gremio,0.65,646,15,0,11
6815,CSA,0.35,354,16,1,3
6816,Goias,0.43,344,19,2,5
6816,Santos,0.57,444,16,3,4
6817,Corinthians,0.54,394,18,0,2
6817,Palmeiras,0.46,323,12,3,9
6820,Sao Paulo,0.5,0,0,0,0
6820,Athletico-PR,0.5,0,0,0,0
6818,Fluminense,0.61,621,9,0,3
6818,Internacional,0.39,408,16,1,4
6819,Atletico-MG,0.41,302,12,0,8
6819,Cruzeiro,0.59,426,9,1,4
6821,Bahia,0.33,278,11,0,2
6821,Flamengo,0.67,526,10,3,11
6822,Gremio,0.52,477,13,0,2
6822,Chapecoense,0.48,425,10,0,5
6823,Fortaleza,0.36,283,13,0,3
6823,Ceara,0.64,483,17,0,8
6824,CSA,0.59,472,17,4,5
6824,Vasco,0.41,337,18,0,3
6825,Botafogo-RJ,0.37,295,19,1,4
6825,Avai,0.63,502,16,1,4
6826,Vasco,0.32,245,25,1,4
6826,Flamengo,0.68,513,23,0,5
6836,Santos,0.41,320,14,0,3
6836,Sao Paulo,0.59,463,25,4,4
6837,Fluminense,0.54,504,15,0,1
6837,Atletico-MG,0.46,423,15,3,2
6841,Botafogo-RJ,0.5,0,0,0,0
6841,Athletico-PR,0.5,0,0,0,0
6838,Gremio,0.69,559,9,3,10
6838,Flamengo,0.31,270,15,0,0
6839,Bahia,0.45,404,17,1,2
6839,Palmeiras,0.55,481,16,0,4
6840,Ceara,0.6,508,15,2,5
6840,Chapecoense,0.4,325,13,0,6
6842,Corinthians,0.49,411,9,2,5
6842,Internacional,0.51,421,19,0,3
6843,Fortaleza,0.64,516,10,0,4
6843,CSA,0.36,294,20,1,3
6844,Vasco,0.47,360,22,3,3
6844,Goias,0.53,384,16,1,16
6845,Cruzeiro,0.73,573,14,0,17
6845,Avai,0.27,223,20,0,2
6827,Cruzeiro,0.43,356,19,1,4
6827,Santos,0.57,456,16,4,10
6829,Atletico-MG,0.5,0,0,0,0
6829,Athletico-PR,0.5,0,0,0,0
6828,Palmeiras,0.39,376,14,1,4
6828,Gremio,0.61,609,14,1,4
6830,Goias,0.47,367,14,2,4
6830,Bahia,0.53,415,23,0,5
6831,Botafogo-RJ,0.28,239,11,2,2
6831,Corinthians,0.72,597,19,2,8
6833,Internacional,0.61,539,16,0,9
6833,Fortaleza,0.39,366,12,3,3
6834,Chapecoense,0.42,360,15,0,4
6834,Avai,0.58,490,11,0,4
6832,Sao Paulo,0.51,479,16,0,5
6832,Ceara,0.49,434,12,0,13
6835,CSA,0.39,372,15,1,5
6835,Fluminense,0.61,604,14,2,3
6846,Goias,0.31,259,24,2,3
6846,Internacional,0.69,562,22,3,11
6847,Chapecoense,0.59,396,12,0,5
6847,Botafogo-RJ,0.41,290,18,0,2
6849,Gremio,0.5,0,0,0,0
6849,Athletico-PR,0.5,0,0,0,0
6848,Atletico-MG,0.42,346,20,2,4
6848,Bahia,0.58,463,12,0,10
6851,Corinthians,0.65,503,15,2,7
6851,Avai,0.35,277,13,3,3
6850,Flamengo,0.66,553,13,0,13
6850,Ceara,0.34,287,10,1,3
6852,Palmeiras,0.55,551,20,2,6
6852,Fluminense,0.45,468,15,0,2
6853,Santos,0.63,419,17,3,8
6853,Fortaleza,0.37,246,16,1,5
6854,Vasco,0.44,376,16,0,5
6854,Sao Paulo,0.56,486,29,2,5
6855,CSA,0.27,215,16,2,1
6855,Cruzeiro,0.73,525,9,1,9
6856,Botafogo-RJ,0.44,374,8,3,5
6856,Internacional,0.56,475,14,1,9
6857,Ceara,0.52,382,17,1,6
6857,Athletico-PR,0.48,373,16,2,4
6859,Palmeiras,0.44,420,18,4,3
6859,Flamengo,0.56,545,21,1,6
6858,Avai,0.43,377,26,0,3
6858,Fluminense,0.57,488,20,0,4
6860,Fortaleza,0.42,334,15,1,6
6860,Goias,0.58,421,11,2,14
6861,Bahia,0.48,372,12,0,8
6861,CSA,0.52,414,9,4,6
6862,Corinthians,0.59,394,8,3,5
6862,Atletico-MG,0.41,273,15,2,7
6863,Santos,0.68,499,18,2,3
6863,Chapecoense,0.32,243,19,0,2
6864,Gremio,0.42,375,15,0,1
6864,Sao Paulo,0.58,521,16,1,5
6865,Cruzeiro,0.59,400,19,0,17
6865,Vasco,0.41,295,16,1,2
6866,Athletico-PR,0.51,366,16,3,6
6866,Santos,0.49,364,9,5,3
6868,Atletico-MG,0.48,419,11,2,11
6868,Botafogo-RJ,0.52,446,10,1,8
6867,Ceara,0.36,261,15,2,9
6867,Corinthians,0.64,479,14,0,6
6869,CSA,0.44,369,13,1,5
6869,Chapecoense,0.56,468,21,1,2
6870,Fortaleza,0.41,411,9,1,1
6870,Fluminense,0.59,560,16,0,6
6871,Sao Paulo,0.42,368,20,3,8
6871,Internacional,0.58,515,19,1,2
6872,Gremio,0.63,580,11,1,5
6872,Cruzeiro,0.37,342,21,1,6
6873,Palmeiras,0.44,382,21,1,1
6873,Goias,0.56,475,13,1,3
6874,Vasco,0.54,510,11,2,6
6874,Bahia,0.46,436,21,1,2
6875,Flamengo,0.68,608,18,0,8
6875,Avai,0.32,283,13,2,3
6876,Fluminense,0.4,360,14,2,5
6876,Corinthians,0.6,538,21,0,3
6878,Botafogo-RJ,0.51,394,12,0,3
6878,Ceara,0.49,382,19,2,6
6880,Atletico-MG,0.35,272,16,1,3
6880,Internacional,0.65,470,11,2,18
6879,CSA,0.42,349,17,1,6
6879,Sao Paulo,0.58,493,24,1,4
6881,Cruzeiro,0.57,505,11,1,4
6881,Palmeiras,0.43,384,11,2,3
6882,Gremio,0.55,392,8,2,4
6882,Goias,0.45,309,21,1,7
6883,Vasco,0.52,378,18,1,7
6883,Chapecoense,0.48,363,16,0,2
6885,Bahia,0.43,308,15,3,3
6885,Fortaleza,0.57,417,9,4,2
6877,Santos,0.51,391,12,4,3
6877,Flamengo,0.49,386,15,0,5
6884,Avai,0.5,0,0,0,0
6884,Athletico-PR,0.5,0,0,0,0
6888,Ceara,0.6,487,18,0,4
6888,Sport,0.4,324,15,3,2
6887,Coritiba,0.42,382,11,3,2
6887,Internacional,0.58,504,21,2,6
6886,Athletico-PR,0.57,549,10,1,4
6886,Fortaleza,0.43,414,14,1,4
6890,Atletico-MG,0.37,321,24,3,2
6890,Flamengo,0.63,525,12,2,9
6889,Bragantino,0.46,377,19,2,2
6889,Santos,0.54,444,10,4,4
6891,Gremio,0.53,496,24,2,6
6891,Fluminense,0.47,447,16,1,3
6896,Goias,0.21,196,18,1,3
6896,Athletico-PR,0.79,728,16,1,3
6898,Botafogo-RJ,0.45,472,8,1,3
6898,Bragantino,0.55,558,13,1,12
6897,Corinthians,0.44,426,11,1,4
6897,Atletico-MG,0.56,515,19,3,8
6899,Bahia,0.45,420,16,1,3
6899,Coritiba,0.55,486,18,5,8
6900,Atletico-GO,0.34,284,15,2,11
6900,Flamengo,0.66,555,19,1,5
6901,Ceara,0.42,421,17,1,1
6901,Gremio,0.58,571,7,0,7
6902,Fluminense,0.52,430,20,3,3
6902,Palmeiras,0.48,400,31,0,3
6903,Fortaleza,0.48,443,18,3,7
6903,Sao Paulo,0.52,474,16,4,5
6904,Santos,0.41,379,14,2,4
6904,Internacional,0.59,515,28,2,9
6905,Sport,0.54,416,17,4,8
6905,Vasco,0.46,371,29,1,5
6907,Coritiba,0.35,286,25,3,5
6907,Flamengo,0.65,541,16,1,5
6906,Gremio,0.47,491,16,0,7
6906,Corinthians,0.53,571,14,0,5
6908,Palmeiras,0.65,668,11,0,6
6908,Goias,0.35,369,16,0,2
6909,Ceara,0.39,309,16,0,0
6909,Atletico-MG,0.61,475,14,2,4
6910,Bragantino,0.58,505,16,1,7
6910,Bahia,0.42,381,16,2,3
6911,Vasco,0.4,379,16,1,3
6911,Sao Paulo,0.6,559,15,1,4
6912,Fluminense,0.43,339,13,1,1
6912,Internacional,0.57,433,24,1,4
6913,Atletico-GO,0.31,237,13,0,4
6913,Sport,0.69,509,15,2,9
6914,Fortaleza,0.59,561,9,2,4
6914,Botafogo-RJ,0.41,392,8,1,7
6915,Athletico-PR,0.68,587,22,0,6
6915,Santos,0.32,290,9,0,2
6916,Gremio,0.39,390,20,3,2
6916,Flamengo,0.61,596,17,1,1
6917,Fluminense,0.48,406,14,0,4
6917,Bragantino,0.52,438,19,2,6
6918,Palmeiras,0.44,362,20,3,8
6918,Athletico-PR,0.56,459,23,0,5
6920,Atletico-GO,0.42,337,17,2,3
6920,Internacional,0.58,452,19,1,4
6919,Fortaleza,0.52,410,15,2,6
6919,Goias,0.48,379,16,3,2
6921,Coritiba,0.36,352,7,3,0
6921,Corinthians,0.64,591,15,0,10
6922,Botafogo-RJ,0.26,210,9,1,7
6922,Atletico-MG,0.74,609,10,2,16
6923,Santos,0.59,513,17,1,5
6923,Sport,0.41,354,23,1,4
6924,Ceara,0.58,484,18,1,13
6924,Vasco,0.42,375,14,2,2
6925,Bahia,0.32,304,16,1,6
6925,Sao Paulo,0.68,634,14,4,5
6926,Fluminense,0.34,326,12,2,2
6926,Athletico-PR,0.66,610,21,1,7
6927,Atletico-MG,0.67,620,21,1,5
6927,Internacional,0.33,306,20,3,2
6928,Goias,0.33,275,26,5,3
6928,Atletico-GO,0.67,541,19,2,11
6929,Botafogo-RJ,0.33,314,17,2,4
6929,Flamengo,0.67,637,15,0,5
6930,Gremio,0.54,474,17,0,4
6930,Vasco,0.46,414,23,1,6
6932,Coritiba,0.54,397,18,2,3
6932,Bragantino,0.46,319,17,1,10
6931,Palmeiras,0.48,369,21,4,5
6931,Santos,0.52,383,15,0,6
6933,Sao Paulo,0.45,425,25,0,3
6933,Sport,0.55,516,21,1,0
6934,Ceara,0.38,339,21,1,6
6934,Bahia,0.62,538,7,1,11
6935,Fortaleza,0.4,405,12,5,1
6935,Corinthians,0.6,584,14,0,5
6936,Athletico-PR,0.43,464,16,1,1
6936,Sao Paulo,0.57,605,13,3,4
6946,Botafogo-RJ,0.47,471,14,2,5
6946,Internacional,0.53,542,24,2,3
6947,Fluminense,0.46,452,19,1,2
6947,Vasco,0.54,527,16,1,4
6948,Palmeiras,0.51,456,16,4,2
6948,Bahia,0.49,429,15,1,8
6949,Fortaleza,0.59,571,22,0,3
6949,Bragantino,0.41,395,10,1,4
6950,Corinthians,0.46,388,22,1,4
6950,Sao Paulo,0.54,442,16,2,7
6952,Flamengo,0.47,399,26,1,2
6952,Santos,0.53,429,14,5,9
6951,Sport,0.41,387,19,1,2
6951,Coritiba,0.59,562,14,0,5
6953,Ceara,0.45,308,11,2,4
6953,Atletico-GO,0.55,361,16,1,4
6956,Fortaleza,0.73,620,18,2,6
6956,Ceara,0.27,231,22,4,2
6957,Atletico-GO,0.57,468,16,1,9
6957,Fluminense,0.43,368,14,0,2
6958,Goias,0.46,446,16,1,3
6958,Corinthians,0.54,511,12,0,6
6959,Botafogo-RJ,0.55,519,23,1,6
6959,Coritiba,0.45,433,21,0,6
6961,Flamengo,0.59,647,17,2,6
6961,Bahia,0.41,459,8,2,5
6960,Athletico-PR,0.58,503,15,1,2
6960,Bragantino,0.42,354,12,0,8
6962,Palmeiras,0.48,372,21,1,5
6962,Internacional,0.52,403,23,0,4
6963,Santos,0.63,423,17,2,9
6963,Vasco,0.37,267,21,1,2
6964,Sport,0.27,277,11,1,1
6964,Gremio,0.73,680,10,1,11
6965,Atletico-MG,0.52,496,18,3,5
6965,Sao Paulo,0.48,468,11,1,3
6968,Ceara,0.61,425,21,0,7
6968,Santos,0.39,269,16,3,5
6966,Fortaleza,0.38,329,21,4,3
6966,Flamengo,0.62,517,12,3,11
6967,Botafogo-RJ,0.39,339,10,2,6
6967,Corinthians,0.61,545,18,1,12
6969,Bragantino,0.38,350,23,1,5
6969,Palmeiras,0.62,581,12,2,3
6970,Bahia,0.38,326,12,2,5
6970,Internacional,0.62,528,11,1,8
6971,Fluminense,0.49,451,13,2,2
6971,Sao Paulo,0.51,463,21,0,3
6972,Vasco,0.32,293,7,2,3
6972,Athletico-PR,0.68,603,16,1,2
6973,Gremio,0.51,471,13,1,3
6973,Atletico-GO,0.49,459,16,0,3
6974,Sport,0.53,486,18,1,9
6974,Goias,0.47,453,17,0,4
6975,Coritiba,0.47,440,14,0,4
6975,Atletico-MG,0.53,476,19,2,4
6976,Athletico-PR,0.62,509,19,3,7
6976,Botafogo-RJ,0.38,310,10,2,3
6977,Sport,0.47,383,14,2,1
6977,Fortaleza,0.53,410,27,0,6
6978,Goias,0.55,459,27,0,9
6978,Coritiba,0.45,396,13,2,2
6979,Sao Paulo,0.6,491,18,5,5
6979,Bragantino,0.4,341,18,2,1
6980,Flamengo,0.53,508,16,2,6
6980,Fluminense,0.47,445,15,1,7
6981,Atletico-MG,0.59,424,15,1,5
6981,Santos,0.41,300,11,4,4
6983,Palmeiras,0.45,437,16,2,6
6983,Corinthians,0.55,517,13,1,5
6982,Internacional,0.62,517,15,1,10
6982,Ceara,0.38,317,16,1,3
6984,Bahia,0.51,474,12,1,8
6984,Gremio,0.49,479,9,2,4
6985,Atletico-GO,0.45,380,23,1,4
6985,Vasco,0.55,471,15,0,1
6986,Coritiba,0.57,463,12,3,6
6986,Athletico-PR,0.43,349,21,3,9
6987,Santos,0.55,412,18,1,5
6987,Sao Paulo,0.45,338,20,3,2
6988,Fluminense,0.48,352,14,0,5
6988,Corinthians,0.52,378,15,2,8
6989,Fortaleza,0.43,424,13,0,2
6989,Gremio,0.57,532,11,2,6
6990,Bragantino,0.36,306,18,0,3
6990,Atletico-MG,0.64,556,13,5,8
6991,Bahia,0.53,429,16,5,5
6991,Atletico-GO,0.47,380,20,1,5
6992,Ceara,0.37,342,8,2,5
6992,Flamengo,0.63,570,6,2,8
6993,Goias,0.21,170,10,1,0
6993,Internacional,0.79,572,14,5,12
6994,Sport,0.36,327,12,1,2
6994,Palmeiras,0.64,567,15,3,6
6995,Botafogo-RJ,0.49,426,18,0,5
6995,Vasco,0.51,443,8,2,4
6937,Bahia,0.67,533,13,5,11
6937,Corinthians,0.33,277,15,1,4
6938,Internacional,0.58,420,20,2,7
6938,Fortaleza,0.42,318,9,2,3
6939,Bragantino,0.42,308,24,2,5
6939,Ceara,0.58,417,11,1,9
6940,Atletico-GO,0.44,359,16,1,6
6940,Atletico-MG,0.56,468,14,4,4
6941,Gremio,0.64,590,21,0,6
6941,Palmeiras,0.36,336,21,2,3
6942,Coritiba,0.55,497,14,3,6
6942,Vasco,0.45,415,15,0,6
6943,Santos,0.56,416,13,1,10
6943,Botafogo-RJ,0.44,321,15,0,8
6944,Sport,0.26,251,10,3,5
6944,Fluminense,0.74,700,9,3,8
6996,Sport,0.47,451,11,1,3
6996,Corinthians,0.53,486,15,2,8
6997,Athletico-PR,0.56,528,20,2,1
6997,Bahia,0.44,410,11,4,6
6998,Sao Paulo,0.58,536,16,0,4
6998,Internacional,0.42,401,16,3,1
6999,Atletico-MG,0.54,478,20,0,9
6999,Gremio,0.46,408,11,0,4
7000,Vasco,0.58,511,9,4,2
7000,Bragantino,0.42,363,16,1,5
7001,Palmeiras,0.6,493,14,1,5
7001,Flamengo,0.4,335,16,0,4
7003,Atletico-GO,0.54,406,16,2,7
7003,Botafogo-RJ,0.46,359,12,0,5
7002,Goias,0.4,286,14,3,7
7002,Ceara,0.6,411,13,9,11
7004,Santos,0.55,416,12,1,9
7004,Fortaleza,0.45,369,20,1,5
7005,Fluminense,0.43,409,16,0,5
7005,Coritiba,0.57,532,19,3,4
6892,Corinthians,0.54,461,18,4,4
6892,Atletico-GO,0.46,397,12,2,7
6893,Bahia,0.38,322,14,1,5
6893,Botafogo-RJ,0.62,502,18,0,8
7006,Gremio,0.46,388,15,1,5
7006,Internacional,0.54,453,16,1,5
7007,Ceara,0.36,319,20,0,4
7007,Palmeiras,0.64,560,10,1,9
7008,Bragantino,0.4,377,18,1,3
7008,Corinthians,0.6,555,13,1,8
7015,Vasco,0.5,0,0,0,0
7015,Atletico-MG,0.5,0,0,0,0
7009,Botafogo-RJ,0.52,385,20,0,7
7009,Fluminense,0.48,365,21,2,4
7010,Coritiba,0.25,234,13,0,2
7010,Sao Paulo,0.75,671,12,2,11
7011,Flamengo,0.55,446,18,2,4
7011,Athletico-PR,0.45,376,22,2,5
7013,Santos,0.45,317,15,0,4
7013,Goias,0.55,384,16,4,2
7014,Bahia,0.6,488,15,2,11
7014,Sport,0.4,361,13,0,0
7012,Fortaleza,0.6,517,8,1,8
7012,Atletico-GO,0.4,350,14,0,1
7016,Corinthians,0.62,558,19,0,6
7016,Santos,0.38,337,16,0,3
7018,Vasco,0.53,496,15,1,6
7018,Bahia,0.47,454,18,0,4
7017,Flamengo,0.63,572,14,1,8
7017,Sport,0.37,335,16,1,6
7019,Gremio,0.49,466,18,1,6
7019,Coritiba,0.51,475,21,4,6
7020,Sao Paulo,0.52,431,17,1,5
7020,Atletico-GO,0.48,415,12,2,3
7021,Goias,0.43,347,19,0,5
7021,Fluminense,0.57,472,15,4,4
7022,Palmeiras,0.65,534,15,2,5
7022,Botafogo-RJ,0.35,298,16,0,2
7023,Atletico-MG,0.69,577,19,2,8
7023,Fortaleza,0.31,263,9,1,1
7024,Ceara,0.37,350,12,2,3
7024,Athletico-PR,0.63,579,11,2,3
7025,Bragantino,0.47,404,18,2,7
7025,Internacional,0.53,460,22,1,2
7026,Vasco,0.37,344,14,3,5
7026,Flamengo,0.63,571,25,2,5
7027,Fortaleza,0.55,498,12,0,4
7027,Coritiba,0.45,408,20,0,2
7028,Sao Paulo,0.53,483,17,0,4
7028,Palmeiras,0.47,424,15,2,8
7029,Atletico-MG,0.67,614,14,4,8
7029,Goias,0.33,315,11,1,1
7030,Bahia,0.52,429,18,0,4
7030,Fluminense,0.48,401,26,0,3
7031,Santos,0.56,402,17,3,4
7031,Gremio,0.44,314,14,2,7
7033,Atletico-GO,0.53,368,17,0,7
7033,Bragantino,0.47,336,18,2,11
7032,Sport,0.63,528,11,0,6
7032,Botafogo-RJ,0.37,314,15,0,8
7034,Ceara,0.39,304,9,2,6
7034,Corinthians,0.61,475,10,1,6
7035,Internacional,0.45,404,19,3,6
7035,Athletico-PR,0.55,483,14,2,1
6945,Goias,0.34,299,12,4,4
6945,Flamengo,0.66,562,12,1,9
7036,Coritiba,0.45,382,20,2,2
7036,Palmeiras,0.55,431,13,1,6
7037,Gremio,0.51,479,11,1,1
7037,Botafogo-RJ,0.49,458,13,0,4
7038,Atletico-GO,0.41,288,21,2,2
7038,Santos,0.59,400,18,1,7
7039,Corinthians,0.38,332,14,1,2
7039,Athletico-PR,0.62,545,18,2,8
7040,Atletico-MG,0.66,571,11,0,9
7040,Fluminense,0.34,295,9,3,4
7041,Internacional,0.52,450,19,3,7
7041,Sport,0.48,438,6,1,2
7042,Bragantino,0.34,314,14,2,1
7042,Flamengo,0.66,606,16,1,5
7043,Goias,0.49,402,16,1,5
7043,Bahia,0.51,403,18,3,2
7046,Atletico-GO,0.36,271,10,1,2
7046,Athletico-PR,0.64,454,20,2,11
7047,Santos,0.43,341,25,0,1
7047,Coritiba,0.57,442,18,1,9
7048,Fluminense,0.59,539,17,2,4
7048,Ceara,0.41,389,16,2,3
7049,Gremio,0.37,316,15,2,7
7049,Sao Paulo,0.63,534,24,1,2
7050,Corinthians,0.38,314,14,1,10
7050,Flamengo,0.62,530,13,2,3
7051,Vasco,0.47,482,11,0,3
7051,Internacional,0.53,524,17,1,6
7053,Fortaleza,0.52,464,14,0,1
7053,Palmeiras,0.48,422,19,2,7
7052,Sport,0.5,464,13,0,6
7052,Bragantino,0.5,449,13,1,8
7054,Bahia,0.33,294,14,1,2
7054,Atletico-MG,0.67,555,14,1,8
7055,Botafogo-RJ,0.63,533,18,3,11
7055,Goias,0.37,326,11,0,5
7056,Corinthians,0.36,313,18,2,6
